id,brthcan,prv,region,marstat
1354,1,47,4,1
1355,1,12,1,1
1356,9,35,3,1
1357,1,35,3,1
1358,2,24,2,1
1359,2,35,3,1
1360,9,35,3,6
1361,1,12,1,5
1362,1,10,1,1
1363,1,48,4,1
1364,1,13,1,1
1365,1,35,3,1
1366,1,35,3,6
1367,1,48,4,3
1368,2,35,3,1
1369,1,11,1,3
1370,1,47,4,1
1371,1,48,4,2
1372,1,12,1,2
1373,1,12,1,3
1374,2,46,4,6
1375,1,48,4,1
1376,1,35,3,1
1377,2,48,4,6
1378,2,59,5,5
1379,2,48,4,4
1380,1,10,1,6
1381,1,24,2,2
1382,2,59,5,1
1383,1,10,1,1
1384,1,24,2,1
1385,1,10,1,1
1386,2,35,3,1
1387,1,35,3,1
1388,1,47,4,1
1389,1,11,1,1
1390,1,47,4,2
1391,1,48,4,1
1392,2,35,3,1
1393,1,13,1,3
1394,1,59,5,1
1395,1,24,2,2
1396,1,59,5,1
1397,1,35,3,6
1398,1,48,4,6
1399,1,24,2,6
1400,1,35,3,2
1401,2,47,4,1
1402,1,10,1,3
1403,2,35,3,6
1404,1,24,2,3
1405,1,35,3,1
1406,1,35,3,6
1407,2,35,3,1
1408,1,10,1,1
1409,1,35,3,1
1410,9,35,3,3
1411,1,47,4,1
1412,1,35,3,1
1413,1,24,2,5
1414,1,12,1,1
1415,1,35,3,6
1416,1,24,2,1
1417,1,48,4,6
1418,1,12,1,2
1419,1,10,1,1
1420,1,24,2,1
1421,2,35,3,1
1422,1,13,1,2
1423,1,35,3,6
1424,2,59,5,4
1425,1,35,3,4
1426,1,12,1,2
1427,1,35,3,6
1428,1,24,2,6
1429,1,24,2,5
1430,1,35,3,1
1431,1,48,4,5
1432,1,35,3,1
1433,1,13,1,1
1434,1,10,1,1
1435,1,10,1,2
1436,2,24,2,1
1437,1,59,5,1
1438,1,13,1,5
1439,1,47,4,1
1440,1,47,4,2
1441,1,11,1,6
1442,1,35,3,1
1443,1,59,5,2
1444,1,46,4,3
1445,1,47,4,5
1446,2,59,5,6
1447,2,48,4,1
1448,1,47,4,5
1449,1,13,1,6
1450,1,11,1,2
1451,2,24,2,1
1452,1,10,1,1
1453,1,48,4,6
1454,1,35,3,6
1455,1,11,1,6
1456,1,11,1,1
1457,1,59,5,6
1458,1,47,4,3
1459,2,35,3,3
1460,1,59,5,6
1461,1,24,2,6
1462,1,11,1,1
1463,1,24,2,5
1464,1,24,2,2
1465,1,13,1,6
1466,1,59,5,1
1467,1,10,1,6
1468,2,35,3,1
1469,1,10,1,6
1470,2,48,4,1
1471,1,35,3,3
1472,1,11,1,1
1473,1,59,5,3
1474,1,24,2,2
1475,1,13,1,5
1476,1,11,1,1
1477,1,12,1,1
1478,2,35,3,6
1479,1,47,4,1
1480,1,24,2,6
1481,1,47,4,5
1482,1,13,1,6
1483,1,13,1,1
1484,1,24,2,1
1485,1,24,2,1
1486,1,47,4,1
1487,1,35,3,1
1488,2,48,4,1
1489,2,35,3,6
1490,1,48,4,6
1491,1,13,1,1
1492,2,48,4,1
1493,1,35,3,1
1494,1,48,4,5
1495,2,35,3,1
1496,1,24,2,5
1497,2,12,1,1
1498,1,48,4,2
1499,1,24,2,6
1500,2,24,2,6
1501,1,46,4,2
1502,1,13,1,6
1503,1,35,3,1
1504,1,59,5,1
1505,1,35,3,1
1506,1,59,5,5
1507,2,35,3,6
1508,1,24,2,2
1509,1,47,4,1
1510,2,59,5,1
1511,1,35,3,1
1512,2,48,4,1
1513,2,46,4,6
1514,1,24,2,6
1515,1,24,2,1
1516,1,12,1,6
1517,1,24,2,1
1518,1,35,3,5
1519,1,48,4,6
1520,2,35,3,6
1521,1,47,4,5
1522,2,48,4,1
1523,2,35,3,6
1524,1,24,2,5
1525,1,35,3,6
1526,1,35,3,1
1527,1,12,1,5
1528,1,46,4,5
1529,1,11,1,6
1530,2,35,3,1
1531,1,35,3,1
1532,1,59,5,6
1533,1,10,1,1
1534,1,13,1,2
1535,2,35,3,1
1536,2,24,2,1
1537,2,47,4,6
1538,1,46,4,1
1539,2,59,5,5
1540,1,13,1,1
1541,1,35,3,6
1542,1,11,1,1
1543,1,24,2,2
1544,1,12,1,2
1545,1,47,4,6
1546,2,35,3,1
1547,1,12,1,1
1548,2,59,5,1
1549,2,59,5,6
1550,1,13,1,1
1551,2,59,5,1
1552,1,35,3,6
1553,1,46,4,3
1554,2,48,4,1
1555,1,24,2,1
1556,2,24,2,6
1557,1,47,4,1
1558,1,24,2,1
1559,1,24,2,1
1560,2,48,4,1
1561,1,24,2,3
1562,1,46,4,1
1563,2,35,3,3
1564,1,59,5,1
1565,1,59,5,5
1566,2,59,5,1
1567,1,59,5,1
1568,1,46,4,6
1569,2,24,2,1
1570,1,10,1,1
1571,1,13,1,6
1572,1,11,1,2
1573,2,35,3,3
1574,1,48,4,1
1575,1,24,2,2
1576,1,13,1,6
1577,1,12,1,5
1578,1,24,2,2
1579,1,11,1,1
1580,1,12,1,1
1581,1,48,4,5
1582,1,10,1,5
1583,1,13,1,1
1584,2,59,5,1
1585,1,35,3,3
1586,2,35,3,1
1587,2,48,4,1
1588,1,12,1,1
1589,1,59,5,6
1590,1,46,4,5
1591,1,24,2,5
1592,1,24,2,6
1593,1,12,1,5
1594,1,13,1,1
1595,2,24,2,1
1596,1,59,5,6
1597,2,35,3,1
1598,1,59,5,5
1599,1,35,3,1
1600,1,59,5,1
1601,1,13,1,2
1602,1,59,5,3
1603,1,24,2,6
1604,1,24,2,2
1605,1,46,4,3
1606,1,13,1,1
1607,1,59,5,5
1608,1,47,4,1
1609,1,35,3,1
1610,1,48,4,1
1611,1,11,1,1
1612,1,59,5,6
1613,1,13,1,2
1614,1,10,1,3
1615,1,35,3,1
1616,1,24,2,2
1617,2,59,5,4
1618,1,24,2,2
1619,1,13,1,4
1620,1,11,1,6
1621,1,48,4,3
1622,1,24,2,2
1623,1,35,3,1
1624,1,24,2,2
1625,1,35,3,1
1626,1,59,5,1
1627,2,12,1,4
1628,1,46,4,6
1629,1,35,3,1
1630,1,24,2,6
1631,1,24,2,1
1632,2,35,3,1
1633,1,59,5,1
1634,1,13,1,2
1635,1,24,2,2
1636,1,48,4,1
1637,1,47,4,1
1638,1,35,3,1
1639,1,46,4,5
1640,1,48,4,1
1641,2,35,3,1
1642,1,47,4,5
1643,1,24,2,2
1644,1,46,4,3
1645,1,47,4,1
1646,2,48,4,5
1647,1,48,4,6
1648,1,59,5,6
1649,1,35,3,1
1650,2,35,3,6
1651,1,47,4,1
1652,1,35,3,3
1653,1,35,3,1
1654,1,24,2,1
1655,1,12,1,3
1656,2,47,4,4
1657,1,13,1,1
1658,1,24,2,6
1659,1,24,2,2
1660,1,59,5,6
1661,1,24,2,3
1662,1,13,1,2
1663,1,35,3,1
1664,2,59,5,1
1665,1,35,3,5
1666,1,11,1,6
1667,1,59,5,2
1668,1,24,2,2
1669,2,24,2,1
1670,1,24,2,6
1671,2,47,4,1
1672,1,24,2,1
1673,1,24,2,6
1674,1,12,1,6
1675,2,13,1,2
1676,1,48,4,6
1677,2,35,3,1
1678,1,24,2,6
1679,1,24,2,2
1680,1,12,1,1
1681,1,35,3,5
1682,1,35,3,5
1683,1,48,4,5
1684,1,12,1,1
1685,1,12,1,1
1686,1,12,1,6
1687,1,24,2,6
1688,1,24,2,5
1689,1,24,2,5
1690,1,35,3,1
1691,1,46,4,1
1692,2,35,3,5
1693,1,48,4,6
1694,1,48,4,6
1695,1,59,5,5
1696,1,46,4,1
1697,1,35,3,1
1698,1,46,4,6
1699,1,46,4,3
1700,1,48,4,6
1701,2,35,3,6
1702,1,35,3,2
1703,1,59,5,1
1704,1,13,1,6
1705,1,35,3,2
1706,1,24,2,2
1707,1,35,3,1
1708,1,59,5,1
1709,1,24,2,1
1710,1,59,5,1
1711,1,35,3,2
1712,1,48,4,1
1713,2,35,3,1
1714,1,35,3,5
1715,2,59,5,1
1716,1,47,4,1
1717,1,35,3,1
1718,1,24,2,5
1719,1,48,4,6
1720,1,35,3,6
1721,1,47,4,3
1722,1,11,1,6
1723,1,24,2,1
1724,2,48,4,2
1725,1,12,1,1
1726,2,47,4,5
1727,2,59,5,1
1728,2,35,3,1
1729,1,35,3,1
1730,1,46,4,4
1731,1,11,1,6
1732,1,59,5,6
1733,1,11,1,4
1734,2,48,4,6
1735,1,48,4,1
1736,1,35,3,1
1737,1,59,5,1
1738,1,47,4,1
1739,1,48,4,1
1740,1,13,1,4
1741,1,35,3,6
1742,1,24,2,2
1743,2,24,2,6
1744,1,48,4,6
1745,1,48,4,3
1746,1,24,2,6
1747,2,35,3,6
1748,1,24,2,1
1749,1,24,2,2
1750,1,35,3,3
1751,1,35,3,5
1752,1,24,2,6
1753,1,46,4,5
1754,1,35,3,2
1755,2,35,3,1
1756,2,12,1,1
1757,1,46,4,1
1758,1,59,5,1
1759,1,24,2,6
1760,1,48,4,6
1761,1,35,3,6
1762,1,59,5,6
1763,1,11,1,1
1764,1,35,3,1
1765,1,24,2,2
1766,1,48,4,1
1767,1,59,5,1
1768,1,13,1,1
1769,1,10,1,6
1770,1,10,1,3
1771,1,35,3,6
1772,1,11,1,1
1773,1,35,3,6
1774,1,59,5,4
1775,2,59,5,6
1776,1,48,4,6
1777,1,48,4,1
1778,2,35,3,2
1779,1,10,1,3
1780,1,35,3,1
1781,9,48,4,1
1782,1,12,1,6
1783,1,10,1,5
1784,1,47,4,6
1785,1,24,2,1
1786,1,24,2,6
1787,1,12,1,1
1788,2,47,4,6
1789,1,13,1,5
1790,1,48,4,4
1791,1,24,2,6
1792,1,13,1,6
1793,1,24,2,6
1794,1,13,1,2
1795,2,35,3,6
1796,1,24,2,6
1797,2,35,3,1
1798,1,12,1,1
1799,1,48,4,5
1800,1,48,4,6
1801,7,12,1,6
1802,1,13,1,6
1803,1,10,1,1
1804,1,46,4,6
1805,1,35,3,6
1806,1,24,2,6
1807,2,35,3,1
1808,1,46,4,1
1809,1,13,1,1
1810,1,47,4,6
1811,1,35,3,2
1812,1,11,1,6
1813,1,47,4,1
1814,2,35,3,1
1815,1,13,1,2
1816,2,46,4,5
1817,1,35,3,3
1818,1,24,2,5
1819,1,48,4,6
1820,1,24,2,2
1821,1,46,4,6
1822,1,35,3,2
1823,1,47,4,5
1824,2,59,5,1
1825,1,59,5,5
1826,2,59,5,1
1827,1,10,1,6
1828,1,13,1,3
1829,1,59,5,1
1830,2,46,4,1
1831,1,59,5,6
1832,1,35,3,3
1833,1,24,2,5
1834,2,59,5,1
1835,1,24,2,5
1836,1,35,3,3
1837,2,35,3,1
1838,1,59,5,6
1839,2,35,3,5
1840,1,59,5,2
1841,1,24,2,1
1842,1,35,3,6
1843,1,24,2,1
1844,1,48,4,6
1845,1,35,3,1
1846,1,24,2,1
1847,1,35,3,1
1848,1,10,1,6
1849,1,13,1,1
1850,2,35,3,6
1851,1,11,1,1
1852,1,24,2,6
1853,1,59,5,1
1854,1,35,3,1
1855,1,35,3,1
1856,1,48,4,1
1857,1,35,3,1
1858,1,35,3,1
1859,1,48,4,3
1860,2,12,1,6
1861,2,46,4,4
1862,1,24,2,5
1863,1,10,1,1
1864,1,13,1,2
1865,1,11,1,1
1866,1,35,3,6
1867,1,10,1,1
1868,1,35,3,6
1869,1,24,2,1
1870,1,48,4,3
1871,1,35,3,2
1872,1,24,2,6
1873,2,35,3,3
1874,1,10,1,1
1875,1,35,3,1
1876,1,24,2,2
1877,1,48,4,1
1878,1,13,1,1
1879,1,13,1,6
1880,1,35,3,1
1881,1,48,4,6
1882,1,46,4,1
1883,1,35,3,6
1884,1,24,2,1
1885,1,24,2,5
1886,1,47,4,3
1887,2,35,3,6
1888,1,48,4,6
1889,1,59,5,2
1890,1,24,2,1
1891,1,35,3,1
1892,1,35,3,4
1893,2,46,4,1
1894,1,24,2,1
1895,1,35,3,1
1896,1,59,5,6
1897,1,35,3,1
1898,1,48,4,1
1899,1,24,2,6
1900,1,24,2,2
1901,1,13,1,1
1902,2,10,1,1
1903,1,59,5,1
1904,1,59,5,6
1905,1,48,4,1
1906,2,35,3,1
1907,1,12,1,5
1908,1,35,3,1
1909,1,12,1,6
1910,1,46,4,6
1911,1,13,1,2
1912,2,35,3,1
1913,8,47,4,1
1914,1,24,2,3
1915,1,24,2,6
1916,1,48,4,1
1917,1,35,3,3
1918,1,24,2,2
1919,1,35,3,1
1920,1,24,2,1
1921,1,11,1,1
1922,1,13,1,1
1923,1,59,5,1
1924,1,47,4,6
1925,1,46,4,1
1926,1,10,1,6
1927,2,48,4,1
1928,1,35,3,3
1929,1,35,3,1
1930,1,48,4,1
1931,2,35,3,1
1932,2,35,3,1
1933,1,13,1,6
1934,2,59,5,1
1935,1,10,1,3
1936,2,35,3,1
1937,2,35,3,1
1938,1,24,2,3
1939,1,10,1,1
1940,1,13,1,2
1941,1,47,4,6
1942,1,35,3,1
1943,2,24,2,1
1944,1,24,2,2
1945,1,10,1,3
1946,1,47,4,6
1947,1,24,2,6
1948,1,24,2,6
1949,1,10,1,3
1950,1,13,1,5
1951,1,59,5,1
1952,1,59,5,2
1953,1,10,1,1
1954,1,24,2,6
1955,1,46,4,3
1956,1,10,1,2
1957,1,13,1,5
1958,1,13,1,4
1959,1,13,1,2
1960,1,35,3,1
1961,1,35,3,3
1962,1,46,4,5
1963,1,35,3,1
1964,1,24,2,2
1965,2,59,5,3
1966,1,12,1,1
1967,1,47,4,6
1968,1,24,2,6
1969,2,24,2,1
1970,1,48,4,6
1971,1,35,3,5
1972,2,35,3,1
1973,2,35,3,1
1974,1,13,1,1
1975,2,35,3,1
1976,1,35,3,1
1977,1,59,5,6
1978,1,59,5,5
1979,1,11,1,1
1980,1,24,2,3
1981,1,59,5,1
1982,1,35,3,5
1983,1,35,3,1
1984,2,24,2,1
1985,1,35,3,6
1986,1,59,5,1
1987,1,35,3,6
1988,1,35,3,6
1989,1,11,1,6
1990,1,11,1,1
1991,1,24,2,2
1992,1,24,2,1
1993,1,35,3,1
1994,1,24,2,6
1995,1,35,3,6
1996,1,35,3,1
1997,1,13,1,4
1998,2,35,3,4
1999,2,48,4,1
2000,1,35,3,6
2001,1,24,2,4
2002,1,47,4,1
2003,1,24,2,6
2004,1,11,1,3
2005,1,35,3,3
2006,2,24,2,1
2007,1,13,1,6
2008,2,35,3,1
2009,1,24,2,6
2010,1,35,3,6
2011,1,11,1,1
2012,1,10,1,3
2013,2,46,4,3
2014,1,13,1,1
2015,2,35,3,1
2016,1,35,3,3
2017,1,11,1,3
2018,2,35,3,1
2019,1,59,5,1
2020,1,59,5,1
2021,1,48,4,1
2022,1,46,4,1
2023,1,24,2,3
2024,1,35,3,1
2025,1,35,3,1
2026,1,13,1,3
2027,2,11,1,6
2028,2,35,3,1
2029,1,24,2,5
2030,1,35,3,2
2031,1,12,1,6
2032,1,24,2,6
2033,1,13,1,6
2034,1,59,5,6
2035,1,13,1,1
2036,1,47,4,1
2037,1,35,3,5
2038,1,47,4,3
2039,1,48,4,1
2040,2,35,3,6
2041,2,35,3,1
2042,1,46,4,4
2043,2,46,4,1
2044,1,10,1,3
2045,1,59,5,1
2046,1,10,1,1
2047,1,24,2,2
2048,1,59,5,1
2049,2,59,5,6
2050,2,47,4,1
2051,1,35,3,1
2052,1,24,2,1
2053,2,24,2,1
2054,1,11,1,3
2055,1,24,2,1
2056,1,11,1,5
2057,1,59,5,3
2058,1,48,4,1
2059,1,59,5,3
2060,1,35,3,4
2061,1,12,1,1
2062,1,35,3,2
2063,1,13,1,6
2064,1,59,5,3
2065,1,59,5,1
2066,1,59,5,1
2067,1,24,2,1
2068,1,46,4,2
2069,2,35,3,1
2070,1,24,2,1
2071,1,11,1,1
2072,1,46,4,6
2073,1,48,4,1
2074,1,48,4,6
2075,2,24,2,6
2076,1,59,5,5
2077,1,35,3,1
2078,1,35,3,4
2079,1,47,4,3
2080,1,59,5,3
2081,2,35,3,4
2082,2,48,4,1
2083,2,59,5,1
2084,1,59,5,1
2085,1,35,3,1
2086,2,35,3,1
2087,2,59,5,5
2088,1,35,3,6
2089,2,35,3,1
2090,2,24,2,2
2091,2,13,1,1
2092,1,59,5,2
2093,1,13,1,5
2094,1,35,3,1
2095,1,47,4,3
2096,1,10,1,1
2097,1,47,4,5
2098,1,24,2,5
2099,1,24,2,2
2100,1,48,4,1
2101,1,12,1,4
2102,7,10,1,2
2103,2,35,3,6
2104,1,13,1,1
2105,1,24,2,3
2106,2,35,3,1
2107,1,35,3,1
2108,1,46,4,5
2109,1,35,3,1
2110,1,24,2,6
2111,1,24,2,1
2112,1,11,1,2
2113,1,46,4,1
2114,1,35,3,6
2115,2,48,4,1
2116,1,10,1,1
2117,1,35,3,2
2118,1,48,4,1
2119,1,24,2,1
2120,1,48,4,1
2121,1,47,4,1
2122,1,24,2,1
2123,1,35,3,6
2124,1,59,5,1
2125,1,59,5,1
2126,1,35,3,3
2127,1,24,2,6
2128,1,35,3,1
2129,1,12,1,3
2130,1,47,4,1
2131,1,47,4,1
2132,1,13,1,1
2133,1,12,1,5
2134,1,59,5,6
2135,1,24,2,6
2136,2,35,3,6
2137,1,24,2,5
2138,1,13,1,3
2139,1,24,2,1
2140,2,12,1,3
2141,1,13,1,1
2142,1,10,1,4
2143,2,47,4,1
2144,1,10,1,1
2145,1,59,5,6
2146,2,59,5,6
2147,2,46,4,6
2148,1,35,3,1
2149,1,46,4,6
2150,1,35,3,2
2151,2,24,2,6
2152,2,35,3,6
2153,1,35,3,4
2154,2,24,2,6
2155,1,24,2,1
2156,1,24,2,2
2157,2,59,5,5
2158,2,35,3,1
2159,2,35,3,1
2160,2,35,3,1
2161,1,24,2,2
2162,1,59,5,1
2163,1,13,1,1
2164,1,35,3,1
2165,1,10,1,6
2166,1,24,2,6
2167,1,47,4,1
2168,2,35,3,6
2169,1,47,4,1
2170,1,24,2,6
2171,1,59,5,5
2172,1,59,5,6
2173,2,35,3,5
2174,1,24,2,2
2175,1,59,5,4
2176,1,59,5,5
2177,1,47,4,5
2178,1,24,2,1
2179,2,59,5,1
2180,1,24,2,6
2181,1,24,2,1
2182,1,35,3,3
2183,1,24,2,6
2184,2,35,3,1
2185,1,24,2,3
2186,1,47,4,1
2187,1,12,1,4
2188,2,48,4,1
2189,1,24,2,6
2190,1,48,4,1
2191,1,59,5,2
2192,1,35,3,6
2193,1,13,1,1
2194,1,10,1,1
2195,1,59,5,5
2196,2,24,2,6
2197,1,46,4,6
2198,2,35,3,1
2199,1,48,4,6
2200,1,35,3,6
2201,2,35,3,6
2202,1,11,1,1
2203,1,24,2,2
2204,2,35,3,1
2205,2,24,2,6
2206,1,24,2,6
2207,1,59,5,5
2208,1,24,2,6
2209,1,35,3,1
2210,1,10,1,5
2211,1,10,1,2
2212,1,10,1,5
2213,2,35,3,5
2214,1,13,1,2
2215,1,59,5,1
2216,1,12,1,1
2217,1,10,1,1
2218,1,24,2,1
2219,1,13,1,5
2220,1,47,4,2
2221,1,10,1,4
2222,1,46,4,6
2223,1,24,2,6
2224,2,35,3,3
2225,1,12,1,1
2226,1,24,2,6
2227,1,12,1,1
2228,1,24,2,2
2229,1,46,4,3
2230,1,24,2,1
2231,2,59,5,1
2232,1,59,5,1
2233,1,35,3,5
2234,1,12,1,2
2235,1,24,2,2
2236,1,59,5,2
2237,1,24,2,1
2238,1,35,3,1
2239,1,24,2,6
2240,1,13,1,5
2241,1,35,3,5
2242,1,11,1,5
2243,1,10,1,1
2244,1,35,3,1
2245,1,59,5,3
2246,1,59,5,3
2247,1,13,1,1
2248,1,12,1,1
2249,2,35,3,1
2250,1,24,2,1
2251,1,35,3,1
2252,1,47,4,1
2253,1,11,1,6
2254,2,35,3,5
2255,1,12,1,5
2256,1,10,1,3
2257,1,12,1,1
2258,1,35,3,3
2259,1,35,3,6
2260,1,24,2,2
2261,7,11,1,4
2262,1,48,4,1
2263,1,24,2,2
2264,2,35,3,1
2265,1,12,1,3
2266,1,47,4,5
2267,2,12,1,2
2268,1,35,3,1
2269,1,59,5,1
2270,1,59,5,1
2271,1,24,2,2
2272,1,12,1,2
2273,2,35,3,6
2274,1,35,3,6
2275,1,47,4,5
2276,1,24,2,3
2277,1,24,2,3
2278,1,12,1,1
2279,1,35,3,6
2280,1,35,3,1
2281,1,48,4,6
2282,1,24,2,2
2283,1,24,2,6
2284,1,24,2,6
2285,1,24,2,1
2286,1,35,3,2
2287,1,24,2,4
2288,1,24,2,2
2289,1,47,4,3
2290,1,35,3,6
2291,2,48,4,1
2292,1,10,1,1
2293,1,11,1,1
2294,1,35,3,6
2295,1,24,2,1
2296,1,12,1,1
2297,1,46,4,1
2298,1,10,1,5
2299,1,24,2,6
2300,1,59,5,6
2301,1,35,3,5
2302,1,59,5,1
2303,1,59,5,6
2304,1,59,5,1
2305,1,24,2,2
2306,2,48,4,1
2307,2,35,3,1
2308,1,35,3,4
2309,1,46,4,1
2310,1,48,4,1
2311,1,24,2,1
2312,1,35,3,6
2313,1,35,3,2
2314,1,24,2,1
2315,1,48,4,1
2316,1,35,3,1
2317,2,35,3,1
2318,1,35,3,1
2319,1,24,2,3
2320,1,59,5,1
2321,1,24,2,2
2322,1,10,1,1
2323,1,35,3,6
2324,2,48,4,2
2325,1,48,4,2
2326,2,24,2,1
2327,2,59,5,1
2328,1,47,4,5
2329,1,46,4,3
2330,1,47,4,1
2331,1,10,1,6
2332,1,24,2,6
2333,1,11,1,1
2334,1,35,3,1
2335,1,12,1,1
2336,1,35,3,1
2337,2,35,3,6
2338,1,12,1,1
2339,1,24,2,1
2340,1,35,3,6
2341,1,59,5,1
2342,1,35,3,1
2343,1,48,4,6
2344,1,35,3,2
2345,1,59,5,1
2346,1,35,3,1
2347,1,24,2,2
2348,1,24,2,1
2349,1,59,5,6
2350,2,35,3,1
2351,1,35,3,1
2352,2,35,3,2
2353,1,59,5,1
2354,1,46,4,1
2355,2,59,5,1
2356,1,47,4,6
2357,1,12,1,6
2358,2,35,3,1
2359,1,47,4,1
2360,1,24,2,1
2361,2,59,5,1
2362,1,48,4,6
2363,1,59,5,5
2364,1,24,2,3
2365,1,47,4,1
2366,1,35,3,1
2367,1,24,2,1
2368,2,48,4,6
2369,1,10,1,1
2370,1,24,2,2
2371,2,35,3,3
2372,2,35,3,1
2373,1,24,2,6
2374,1,24,2,5
2375,1,24,2,6
2376,9,35,3,1
2377,1,46,4,6
2378,1,24,2,1
2379,1,35,3,1
2380,2,35,3,2
2381,2,13,1,6
2382,1,35,3,2
2383,1,35,3,6
2384,2,24,2,1
2385,1,59,5,1
2386,1,12,1,6
2387,1,35,3,1
2388,1,46,4,3
2389,1,35,3,4
2390,1,13,1,1
2391,1,59,5,1
2392,1,35,3,1
2393,1,35,3,3
2394,1,47,4,3
2395,1,59,5,6
2396,1,10,1,5
2397,1,24,2,6
2398,2,47,4,1
2399,1,24,2,1
2400,1,24,2,2
2401,1,13,1,3
2402,2,46,4,1
2403,1,13,1,1
2404,1,47,4,1
2405,1,24,2,2
2406,1,48,4,6
2407,1,24,2,2
2408,1,47,4,1
2409,1,35,3,2
2410,2,35,3,6
2411,1,46,4,3
2412,2,24,2,6
2413,1,10,1,6
2414,1,59,5,6
2415,1,12,1,1
2416,1,35,3,1
2417,7,46,4,3
2418,2,59,5,6
2419,2,48,4,1
2420,1,59,5,1
2421,1,35,3,1
2422,2,35,3,1
2423,1,35,3,1
2424,1,10,1,6
2425,1,48,4,5
2426,1,13,1,1
2427,1,11,1,3
2428,1,35,3,1
2429,1,24,2,1
2430,1,24,2,1
2431,1,24,2,6
2432,2,35,3,5
2433,1,47,4,1
2434,1,24,2,6
2435,1,35,3,1
2436,1,11,1,5
2437,1,35,3,6
2438,1,11,1,1
2439,1,47,4,2
2440,2,11,1,1
2441,2,24,2,3
2442,1,59,5,5
2443,1,12,1,1
2444,1,24,2,2
2445,1,10,1,1
2446,1,24,2,2
2447,1,10,1,1
2448,1,24,2,1
2449,1,35,3,6
2450,1,12,1,1
2451,1,12,1,5
2452,1,24,2,2
2453,1,12,1,6
2454,1,35,3,4
2455,1,11,1,6
2456,1,59,5,4
2457,1,46,4,2
2458,1,59,5,1
2459,1,35,3,1
2460,1,35,3,1
2461,1,35,3,6
2462,2,35,3,1
2463,9,59,5,1
2464,1,35,3,6
2465,1,12,1,1
2466,1,10,1,2
2467,1,24,2,2
2468,1,13,1,6
2469,1,35,3,1
2470,1,59,5,5
2471,1,35,3,1
2472,1,48,4,2
2473,1,13,1,3
2474,1,47,4,1
2475,1,35,3,1
2476,1,46,4,3
2477,1,24,2,2
2478,1,47,4,6
2479,1,10,1,1
2480,1,10,1,1
2481,1,35,3,1
2482,1,59,5,5
2483,2,35,3,1
2484,1,46,4,1
2485,2,59,5,1
2486,1,59,5,1
2487,1,35,3,1
2488,1,47,4,6
2489,1,59,5,1
2490,1,47,4,1
2491,2,35,3,2
2492,1,46,4,6
2493,1,48,4,5
2494,2,24,2,3
2495,1,12,1,1
2496,1,46,4,1
2497,1,10,1,1
2498,1,47,4,1
2499,1,24,2,4
2500,1,46,4,6
2501,1,13,1,1
2502,2,35,3,1
2503,1,24,2,1
2504,2,48,4,3
2505,1,11,1,5
2506,1,10,1,5
2507,1,48,4,1
2508,1,48,4,1
2509,1,46,4,1
2510,1,24,2,3
2511,1,35,3,1
2512,1,12,1,2
2513,1,35,3,6
2514,1,35,3,1
2515,2,46,4,1
2516,1,35,3,6
2517,1,13,1,1
2518,1,35,3,1
2519,1,48,4,1
2520,1,59,5,4
2521,1,35,3,5
2522,1,48,4,6
2523,2,35,3,5
2524,2,59,5,1
2525,2,35,3,1
2526,1,24,2,6
2527,1,35,3,1
2528,1,24,2,6
2529,2,59,5,1
2530,1,59,5,1
2531,2,59,5,1
2532,1,11,1,4
2533,1,35,3,1
2534,2,48,4,1
2535,1,24,2,6
2536,1,47,4,1
2537,1,35,3,1
2538,2,59,5,4
2539,2,35,3,1
2540,1,35,3,1
2541,1,59,5,1
2542,2,12,1,1
2543,2,35,3,1
2544,2,35,3,1
2545,1,59,5,1
2546,1,35,3,1
2547,1,35,3,1
2548,1,24,2,5
2549,2,46,4,1
2550,1,24,2,1
2551,1,46,4,1
2552,1,12,1,6
2553,2,35,3,1
2554,2,24,2,1
2555,1,24,2,6
2556,2,35,3,1
2557,1,35,3,3
2558,1,12,1,1
2559,1,35,3,5
2560,1,24,2,1
2561,2,35,3,6
2562,1,24,2,3
2563,1,11,1,6
2564,1,47,4,6
2565,1,47,4,3
2566,1,10,1,1
2567,1,24,2,3
2568,1,48,4,5
2569,1,10,1,3
2570,1,10,1,1
2571,2,46,4,1
2572,1,35,3,5
2573,1,46,4,6
2574,1,35,3,2
2575,1,24,2,4
2576,1,35,3,1
2577,1,59,5,1
2578,1,13,1,1
2579,2,24,2,5
2580,1,59,5,1
2581,2,24,2,3
2582,1,12,1,6
2583,1,24,2,1
2584,1,46,4,1
2585,2,46,4,1
2586,1,47,4,1
2587,1,12,1,1
2588,1,12,1,6
2589,1,24,2,4
2590,1,47,4,6
2591,1,12,1,3
2592,1,24,2,6
2593,1,24,2,6
2594,1,35,3,1
2595,2,35,3,1
2596,1,24,2,2
2597,1,13,1,3
2598,1,11,1,6
2599,1,48,4,1
2600,1,35,3,5
2601,1,12,1,6
2602,1,59,5,1
2603,1,35,3,1
2604,2,59,5,5
2605,2,35,3,1
2606,1,46,4,6
2607,1,24,2,1
2608,1,59,5,2
2609,1,10,1,1
2610,1,13,1,2
2611,1,48,4,6
2612,1,35,3,2
2613,1,35,3,3
2614,1,24,2,2
2615,1,24,2,2
2616,1,35,3,6
2617,1,24,2,4
2618,1,46,4,1
2619,1,35,3,4
2620,1,11,1,1
2621,2,35,3,3
2622,1,24,2,1
2623,1,46,4,1
2624,1,35,3,1
