County,County Code,Age Group,Year,Deaths,Population
"Inyo County, CA",6027,65-74 years,2012,45,1952
"Inyo County, CA",6027,65-74 years,2013,33,2021
"Inyo County, CA",6027,65-74 years,2014,36,2113
"Inyo County, CA",6027,65-74 years,2015,41,2185
"Inyo County, CA",6027,65-74 years,2016,46,2255
"Inyo County, CA",6027,75-84 years,1999,73,1204
"Inyo County, CA",6027,75-84 years,2000,58,1224
"Inyo County, CA",6027,75-84 years,2001,87,1303
"Inyo County, CA",6027,75-84 years,2002,69,1325
"Inyo County, CA",6027,75-84 years,2003,67,1365
"Inyo County, CA",6027,75-84 years,2004,71,1401
"Inyo County, CA",6027,75-84 years,2005,67,1350
"Inyo County, CA",6027,75-84 years,2006,57,1248
"Inyo County, CA",6027,75-84 years,2007,50,1222
"Inyo County, CA",6027,75-84 years,2008,57,1244
"Inyo County, CA",6027,75-84 years,2009,53,1215
"Inyo County, CA",6027,75-84 years,2010,58,1196
"Inyo County, CA",6027,75-84 years,2011,57,1165
"Inyo County, CA",6027,75-84 years,2012,44,1167
"Inyo County, CA",6027,75-84 years,2013,50,1203
"Inyo County, CA",6027,75-84 years,2014,39,1241
"Inyo County, CA",6027,75-84 years,2015,48,1283
"Inyo County, CA",6027,75-84 years,2016,54,1302
"Inyo County, CA",6027,85+ years,1999,56,411
"Inyo County, CA",6027,85+ years,2000,64,414
"Inyo County, CA",6027,85+ years,2001,52,439
"Inyo County, CA",6027,85+ years,2002,72,479
"Inyo County, CA",6027,85+ years,2003,75,480
"Inyo County, CA",6027,85+ years,2004,63,509
"Inyo County, CA",6027,85+ years,2005,63,530
"Inyo County, CA",6027,85+ years,2006,72,527
"Inyo County, CA",6027,85+ years,2007,70,529
"Inyo County, CA",6027,85+ years,2008,60,496
"Inyo County, CA",6027,85+ years,2009,73,513
"Inyo County, CA",6027,85+ years,2010,77,521
"Inyo County, CA",6027,85+ years,2011,60,559
"Inyo County, CA",6027,85+ years,2012,79,569
"Inyo County, CA",6027,85+ years,2013,80,568
"Inyo County, CA",6027,85+ years,2014,57,586
"Inyo County, CA",6027,85+ years,2015,70,585
"Inyo County, CA",6027,85+ years,2016,69,609
"Kern County, CA",6029,< 1 year,1999,80,11020
"Kern County, CA",6029,< 1 year,2000,86,10949
"Kern County, CA",6029,< 1 year,2001,79,11610
"Kern County, CA",6029,< 1 year,2002,76,11807
"Kern County, CA",6029,< 1 year,2003,72,12455
"Kern County, CA",6029,< 1 year,2004,95,13073
"Kern County, CA",6029,< 1 year,2005,83,13557
"Kern County, CA",6029,< 1 year,2006,96,14384
"Kern County, CA",6029,< 1 year,2007,103,14990
"Kern County, CA",6029,< 1 year,2008,110,15390
"Kern County, CA",6029,< 1 year,2009,101,15019
"Kern County, CA",6029,< 1 year,2010,71,14601
"Kern County, CA",6029,< 1 year,2011,95,14267
"Kern County, CA",6029,< 1 year,2012,87,14053
"Kern County, CA",6029,< 1 year,2013,99,14260
"Kern County, CA",6029,< 1 year,2014,80,13906
"Kern County, CA",6029,< 1 year,2015,94,14050
"Kern County, CA",6029,< 1 year,2016,64,13962
"Kern County, CA",6029,1-4 years,1999,24,45415
"Kern County, CA",6029,1-4 years,2000,13,44758
"Kern County, CA",6029,1-4 years,2001,16,44407
"Kern County, CA",6029,1-4 years,2002,20,45639
"Kern County, CA",6029,1-4 years,2003,21,47390
"Kern County, CA",6029,1-4 years,2004,15,49505
"Kern County, CA",6029,1-4 years,2005,22,51929
"Kern County, CA",6029,1-4 years,2006,11,53706
"Kern County, CA",6029,1-4 years,2007,20,55756
"Kern County, CA",6029,1-4 years,2008,23,57113
"Kern County, CA",6029,1-4 years,2009,19,57741
"Kern County, CA",6029,1-4 years,2010,17,58284
"Kern County, CA",6029,1-4 years,2011,15,58757
"Kern County, CA",6029,1-4 years,2012,22,58836
"Kern County, CA",6029,1-4 years,2013,16,58635
"Kern County, CA",6029,1-4 years,2014,13,58461
"Kern County, CA",6029,1-4 years,2015,15,57933
"Kern County, CA",6029,1-4 years,2016,16,57346
"Kern County, CA",6029,5-9 years,2000,11,61659
"Kern County, CA",6029,5-9 years,2002,14,59980
"Kern County, CA",6029,5-9 years,2004,11,60271
"Kern County, CA",6029,5-9 years,2005,12,60930
"Kern County, CA",6029,5-9 years,2007,11,63610
"Kern County, CA",6029,5-9 years,2012,14,71506
"Kern County, CA",6029,10-14 years,1999,10,57792
"Kern County, CA",6029,10-14 years,2000,14,59544
"Kern County, CA",6029,10-14 years,2001,20,61524
"Kern County, CA",6029,10-14 years,2002,17,63732
"Kern County, CA",6029,10-14 years,2003,21,65553
"Kern County, CA",6029,10-14 years,2004,11,67412
"Kern County, CA",6029,10-14 years,2005,18,69059
"Kern County, CA",6029,10-14 years,2006,12,69738
"Kern County, CA",6029,10-14 years,2007,16,69165
"Kern County, CA",6029,10-14 years,2008,14,68908
"Kern County, CA",6029,10-14 years,2012,18,68425
"Kern County, CA",6029,10-14 years,2013,11,68812
"Kern County, CA",6029,10-14 years,2014,14,69225
"Kern County, CA",6029,10-14 years,2015,11,69666
"Kern County, CA",6029,10-14 years,2016,16,70616
"Kern County, CA",6029,15-19 years,1999,39,53693
"Kern County, CA",6029,15-19 years,2000,31,55224
"Kern County, CA",6029,15-19 years,2001,35,56662
"Kern County, CA",6029,15-19 years,2002,47,57902
"Kern County, CA",6029,15-19 years,2003,48,59542
"Kern County, CA",6029,15-19 years,2004,37,61609
"Kern County, CA",6029,15-19 years,2005,61,64419
"Kern County, CA",6029,15-19 years,2006,47,67010
"Kern County, CA",6029,15-19 years,2007,36,69543
"Kern County, CA",6029,15-19 years,2008,39,71175
"Kern County, CA",6029,15-19 years,2009,50,72244
"Kern County, CA",6029,15-19 years,2010,40,72493
"Kern County, CA",6029,15-19 years,2011,33,69982
"Kern County, CA",6029,15-19 years,2012,33,68491
"Kern County, CA",6029,15-19 years,2013,25,67321
"Kern County, CA",6029,15-19 years,2014,42,66514
"Kern County, CA",6029,15-19 years,2015,35,65984
"Kern County, CA",6029,15-19 years,2016,43,65965
"Kern County, CA",6029,20-24 years,1999,44,44967
"Kern County, CA",6029,20-24 years,2000,39,46811
"Kern County, CA",6029,20-24 years,2001,60,49809
"Kern County, CA",6029,20-24 years,2002,45,52818
"Kern County, CA",6029,20-24 years,2003,57,55258
"Kern County, CA",6029,20-24 years,2004,59,57464
"Kern County, CA",6029,20-24 years,2005,55,59355
"Kern County, CA",6029,20-24 years,2006,80,61044
"Kern County, CA",6029,20-24 years,2007,61,62138
"Kern County, CA",6029,20-24 years,2008,62,62833
"Kern County, CA",6029,20-24 years,2009,81,64051
"Kern County, CA",6029,20-24 years,2010,53,65339
"Kern County, CA",6029,20-24 years,2011,75,68565
"Kern County, CA",6029,20-24 years,2012,71,70099
"Kern County, CA",6029,20-24 years,2013,76,71124
"Kern County, CA",6029,20-24 years,2014,73,71463
"Kern County, CA",6029,20-24 years,2015,53,70896
"Kern County, CA",6029,20-24 years,2016,75,68625
"Kern County, CA",6029,25-34 years,1999,91,95030
"Kern County, CA",6029,25-34 years,2000,108,93251
"Kern County, CA",6029,25-34 years,2001,102,93734
"Kern County, CA",6029,25-34 years,2002,110,95978
"Kern County, CA",6029,25-34 years,2003,117,99034
"Kern County, CA",6029,25-34 years,2004,112,102531
"Kern County, CA",6029,25-34 years,2005,139,106707
"Kern County, CA",6029,25-34 years,2006,140,111415
"Kern County, CA",6029,25-34 years,2007,157,115129
"Kern County, CA",6029,25-34 years,2008,120,117795
"Kern County, CA",6029,25-34 years,2009,140,120529
"Kern County, CA",6029,25-34 years,2010,136,122046
"Kern County, CA",6029,25-34 years,2011,147,124686
"Kern County, CA",6029,25-34 years,2012,157,125681
"Kern County, CA",6029,25-34 years,2013,168,128209
"Kern County, CA",6029,25-34 years,2014,150,131087
"Kern County, CA",6029,25-34 years,2015,169,133859
"Kern County, CA",6029,25-34 years,2016,171,136468
"Kern County, CA",6029,35-44 years,1999,217,103117
"Kern County, CA",6029,35-44 years,2000,224,103676
"Kern County, CA",6029,35-44 years,2001,225,104229
"Kern County, CA",6029,35-44 years,2002,267,104347
"Kern County, CA",6029,35-44 years,2003,262,105149
"Kern County, CA",6029,35-44 years,2004,237,106267
"Kern County, CA",6029,35-44 years,2005,229,107729
"Kern County, CA",6029,35-44 years,2006,245,109570
"Kern County, CA",6029,35-44 years,2007,208,109831
"Kern County, CA",6029,35-44 years,2008,218,109552
"Kern County, CA",6029,35-44 years,2009,225,108318
"Kern County, CA",6029,35-44 years,2010,206,108500
"Kern County, CA",6029,35-44 years,2011,217,108488
"Kern County, CA",6029,35-44 years,2012,177,107891
"Kern County, CA",6029,35-44 years,2013,211,108252
"Kern County, CA",6029,35-44 years,2014,210,108893
"Kern County, CA",6029,35-44 years,2015,220,109832
"Kern County, CA",6029,35-44 years,2016,235,110791
"Kern County, CA",6029,45-54 years,1999,349,74224
"Kern County, CA",6029,45-54 years,2000,380,76557
"Kern County, CA",6029,45-54 years,2001,399,81372
"Kern County, CA",6029,45-54 years,2002,409,84757
"Kern County, CA",6029,45-54 years,2003,474,88428
"Kern County, CA",6029,45-54 years,2004,494,92520
"Kern County, CA",6029,45-54 years,2005,486,96872
"Kern County, CA",6029,45-54 years,2006,565,100830
