Age Group,County,County Code,Yearly July 1st Estimates,Population
60-64 years ,"Amador County, CA",6005,2005,2610
60-64 years ,"Amador County, CA",6005,2006,2768
60-64 years ,"Amador County, CA",6005,2007,3091
60-64 years ,"Amador County, CA",6005,2008,3240
60-64 years ,"Amador County, CA",6005,2009,3324
60-64 years ,"Amador County, CA",6005,2010,3401
60-64 years ,"Amador County, CA",6005,2011,3462
60-64 years ,"Amador County, CA",6005,2012,3329
60-64 years ,"Amador County, CA",6005,2013,3383
60-64 years ,"Amador County, CA",6005,2014,3422
60-64 years ,"Amador County, CA",6005,2015,3386
60-64 years ,"Amador County, CA",6005,2016,3324
60-64 years ,"Butte County, CA",6007,1999,7877
60-64 years ,"Butte County, CA",6007,2000,7976
60-64 years ,"Butte County, CA",6007,2001,8305
60-64 years ,"Butte County, CA",6007,2002,8636
60-64 years ,"Butte County, CA",6007,2003,9112
60-64 years ,"Butte County, CA",6007,2004,9600
60-64 years ,"Butte County, CA",6007,2005,10146
60-64 years ,"Butte County, CA",6007,2006,10540
60-64 years ,"Butte County, CA",6007,2007,11748
60-64 years ,"Butte County, CA",6007,2008,12376
60-64 years ,"Butte County, CA",6007,2009,13120
60-64 years ,"Butte County, CA",6007,2010,13763
60-64 years ,"Butte County, CA",6007,2011,14366
60-64 years ,"Butte County, CA",6007,2012,14273
60-64 years ,"Butte County, CA",6007,2013,14582
60-64 years ,"Butte County, CA",6007,2014,14798
60-64 years ,"Butte County, CA",6007,2015,14897
60-64 years ,"Butte County, CA",6007,2016,15029
60-64 years ,"Calaveras County, CA",6009,1999,2718
60-64 years ,"Calaveras County, CA",6009,2000,2814
60-64 years ,"Calaveras County, CA",6009,2001,2882
60-64 years ,"Calaveras County, CA",6009,2002,2966
60-64 years ,"Calaveras County, CA",6009,2003,3129
60-64 years ,"Calaveras County, CA",6009,2004,3316
60-64 years ,"Calaveras County, CA",6009,2005,3516
60-64 years ,"Calaveras County, CA",6009,2006,3618
60-64 years ,"Calaveras County, CA",6009,2007,3933
60-64 years ,"Calaveras County, CA",6009,2008,4037
60-64 years ,"Calaveras County, CA",6009,2009,4118
60-64 years ,"Calaveras County, CA",6009,2010,4225
60-64 years ,"Calaveras County, CA",6009,2011,4310
60-64 years ,"Calaveras County, CA",6009,2012,4176
60-64 years ,"Calaveras County, CA",6009,2013,4206
60-64 years ,"Calaveras County, CA",6009,2014,4300
60-64 years ,"Calaveras County, CA",6009,2015,4346
60-64 years ,"Calaveras County, CA",6009,2016,4422
60-64 years ,"Colusa County, CA",6011,1999,645
60-64 years ,"Colusa County, CA",6011,2000,653
60-64 years ,"Colusa County, CA",6011,2001,677
60-64 years ,"Colusa County, CA",6011,2002,704
60-64 years ,"Colusa County, CA",6011,2003,770
60-64 years ,"Colusa County, CA",6011,2004,837
60-64 years ,"Colusa County, CA",6011,2005,850
60-64 years ,"Colusa County, CA",6011,2006,893
60-64 years ,"Colusa County, CA",6011,2007,985
60-64 years ,"Colusa County, CA",6011,2008,1002
60-64 years ,"Colusa County, CA",6011,2009,1011
60-64 years ,"Colusa County, CA",6011,2010,1101
60-64 years ,"Colusa County, CA",6011,2011,1157
60-64 years ,"Colusa County, CA",6011,2012,1133
60-64 years ,"Colusa County, CA",6011,2013,1140
60-64 years ,"Colusa County, CA",6011,2014,1172
60-64 years ,"Colusa County, CA",6011,2015,1206
60-64 years ,"Colusa County, CA",6011,2016,1221
60-64 years ,"Contra Costa County, CA",6013,1999,34861
60-64 years ,"Contra Costa County, CA",6013,2000,35879
60-64 years ,"Contra Costa County, CA",6013,2001,37250
60-64 years ,"Contra Costa County, CA",6013,2002,38811
60-64 years ,"Contra Costa County, CA",6013,2003,41152
60-64 years ,"Contra Costa County, CA",6013,2004,43065
60-64 years ,"Contra Costa County, CA",6013,2005,44446
60-64 years ,"Contra Costa County, CA",6013,2006,45912
60-64 years ,"Contra Costa County, CA",6013,2007,50517
60-64 years ,"Contra Costa County, CA",6013,2008,53335
60-64 years ,"Contra Costa County, CA",6013,2009,56597
60-64 years ,"Contra Costa County, CA",6013,2010,59970
60-64 years ,"Contra Costa County, CA",6013,2011,62606
60-64 years ,"Contra Costa County, CA",6013,2012,62866
60-64 years ,"Contra Costa County, CA",6013,2013,64086
60-64 years ,"Contra Costa County, CA",6013,2014,65780
60-64 years ,"Contra Costa County, CA",6013,2015,67517
60-64 years ,"Contra Costa County, CA",6013,2016,69369
60-64 years ,"Del Norte County, CA",6015,1999,1053
60-64 years ,"Del Norte County, CA",6015,2000,1064
60-64 years ,"Del Norte County, CA",6015,2001,1115
60-64 years ,"Del Norte County, CA",6015,2002,1152
60-64 years ,"Del Norte County, CA",6015,2003,1222
60-64 years ,"Del Norte County, CA",6015,2004,1288
60-64 years ,"Del Norte County, CA",6015,2005,1356
60-64 years ,"Del Norte County, CA",6015,2006,1422
60-64 years ,"Del Norte County, CA",6015,2007,1578
60-64 years ,"Del Norte County, CA",6015,2008,1664
60-64 years ,"Del Norte County, CA",6015,2009,1717
60-64 years ,"Del Norte County, CA",6015,2010,1752
60-64 years ,"Del Norte County, CA",6015,2011,1807
60-64 years ,"Del Norte County, CA",6015,2012,1810
60-64 years ,"Del Norte County, CA",6015,2013,1828
60-64 years ,"Del Norte County, CA",6015,2014,1828
60-64 years ,"Del Norte County, CA",6015,2015,1872
60-64 years ,"Del Norte County, CA",6015,2016,1943
60-64 years ,"El Dorado County, CA",6017,1999,6555
60-64 years ,"El Dorado County, CA",6017,2000,6734
60-64 years ,"El Dorado County, CA",6017,2001,7121
60-64 years ,"El Dorado County, CA",6017,2002,7672
60-64 years ,"El Dorado County, CA",6017,2003,8275
60-64 years ,"El Dorado County, CA",6017,2004,8869
60-64 years ,"El Dorado County, CA",6017,2005,9281
60-64 years ,"El Dorado County, CA",6017,2006,9642
60-64 years ,"El Dorado County, CA",6017,2007,10967
60-64 years ,"El Dorado County, CA",6017,2008,11563
60-64 years ,"El Dorado County, CA",6017,2009,12339
60-64 years ,"El Dorado County, CA",6017,2010,13163
60-64 years ,"El Dorado County, CA",6017,2011,13911
60-64 years ,"El Dorado County, CA",6017,2012,13867
60-64 years ,"El Dorado County, CA",6017,2013,14277
60-64 years ,"El Dorado County, CA",6017,2014,14583
60-64 years ,"El Dorado County, CA",6017,2015,14767
60-64 years ,"El Dorado County, CA",6017,2016,15151
60-64 years ,"Fresno County, CA",6019,1999,24060
60-64 years ,"Fresno County, CA",6019,2000,24496
60-64 years ,"Fresno County, CA",6019,2001,25228
60-64 years ,"Fresno County, CA",6019,2002,26304
60-64 years ,"Fresno County, CA",6019,2003,27833
60-64 years ,"Fresno County, CA",6019,2004,29106
60-64 years ,"Fresno County, CA",6019,2005,30414
60-64 years ,"Fresno County, CA",6019,2006,31535
60-64 years ,"Fresno County, CA",6019,2007,34041
60-64 years ,"Fresno County, CA",6019,2008,35978
60-64 years ,"Fresno County, CA",6019,2009,38019
60-64 years ,"Fresno County, CA",6019,2010,40385
60-64 years ,"Fresno County, CA",6019,2011,42482
60-64 years ,"Fresno County, CA",6019,2012,43030
60-64 years ,"Fresno County, CA",6019,2013,43975
60-64 years ,"Fresno County, CA",6019,2014,45092
60-64 years ,"Fresno County, CA",6019,2015,46282
60-64 years ,"Fresno County, CA",6019,2016,46995
60-64 years ,"Glenn County, CA",6021,1999,1006
60-64 years ,"Glenn County, CA",6021,2000,1016
60-64 years ,"Glenn County, CA",6021,2001,1081
60-64 years ,"Glenn County, CA",6021,2002,1105
60-64 years ,"Glenn County, CA",6021,2003,1151
60-64 years ,"Glenn County, CA",6021,2004,1200
60-64 years ,"Glenn County, CA",6021,2005,1217
60-64 years ,"Glenn County, CA",6021,2006,1224
60-64 years ,"Glenn County, CA",6021,2007,1300
60-64 years ,"Glenn County, CA",6021,2008,1349
60-64 years ,"Glenn County, CA",6021,2009,1374
60-64 years ,"Glenn County, CA",6021,2010,1459
60-64 years ,"Glenn County, CA",6021,2011,1545
60-64 years ,"Glenn County, CA",6021,2012,1589
60-64 years ,"Glenn County, CA",6021,2013,1584
60-64 years ,"Glenn County, CA",6021,2014,1633
60-64 years ,"Glenn County, CA",6021,2015,1679
60-64 years ,"Glenn County, CA",6021,2016,1738
60-64 years ,"Humboldt County, CA",6023,1999,4782
60-64 years ,"Humboldt County, CA",6023,2000,4797
60-64 years ,"Humboldt County, CA",6023,2001,5052
60-64 years ,"Humboldt County, CA",6023,2002,5335
60-64 years ,"Humboldt County, CA",6023,2003,5619
60-64 years ,"Humboldt County, CA",6023,2004,5875
60-64 years ,"Humboldt County, CA",6023,2005,6188
60-64 years ,"Humboldt County, CA",6023,2006,6509
60-64 years ,"Humboldt County, CA",6023,2007,7358
60-64 years ,"Humboldt County, CA",6023,2008,7829
60-64 years ,"Humboldt County, CA",6023,2009,8469
60-64 years ,"Humboldt County, CA",6023,2010,9150
60-64 years ,"Humboldt County, CA",6023,2011,9706
60-64 years ,"Humboldt County, CA",6023,2012,9666
60-64 years ,"Humboldt County, CA",6023,2013,9846
60-64 years ,"Humboldt County, CA",6023,2014,9831
60-64 years ,"Humboldt County, CA",6023,2015,9753
60-64 years ,"Humboldt County, CA",6023,2016,9673
60-64 years ,"Imperial County, CA",6025,1999,4605
60-64 years ,"Imperial County, CA",6025,2000,4627
60-64 years ,"Imperial County, CA",6025,2001,4594
60-64 years ,"Imperial County, CA",6025,2002,4702
60-64 years ,"Imperial County, CA",6025,2003,4890
60-64 years ,"Imperial County, CA",6025,2004,5000
60-64 years ,"Imperial County, CA",6025,2005,5106
60-64 years ,"Imperial County, CA",6025,2006,5359
60-64 years ,"Imperial County, CA",6025,2007,5816
60-64 years ,"Imperial County, CA",6025,2008,6275
60-64 years ,"Imperial County, CA",6025,2009,6900
60-64 years ,"Imperial County, CA",6025,2010,7430
60-64 years ,"Imperial County, CA",6025,2011,7731
60-64 years ,"Imperial County, CA",6025,2012,7842
60-64 years ,"Imperial County, CA",6025,2013,7973
60-64 years ,"Imperial County, CA",6025,2014,8174
60-64 years ,"Imperial County, CA",6025,2015,8470
60-64 years ,"Imperial County, CA",6025,2016,8728
60-64 years ,"Inyo County, CA",6027,1999,882
60-64 years ,"Inyo County, CA",6027,2000,882
60-64 years ,"Inyo County, CA",6027,2001,939
60-64 years ,"Inyo County, CA",6027,2002,942
60-64 years ,"Inyo County, CA",6027,2003,992
60-64 years ,"Inyo County, CA",6027,2004,1048
60-64 years ,"Inyo County, CA",6027,2005,1102
60-64 years ,"Inyo County, CA",6027,2006,1114
60-64 years ,"Inyo County, CA",6027,2007,1147
60-64 years ,"Inyo County, CA",6027,2008,1196
60-64 years ,"Inyo County, CA",6027,2009,1269
60-64 years ,"Inyo County, CA",6027,2010,1361
60-64 years ,"Inyo County, CA",6027,2011,1407
60-64 years ,"Inyo County, CA",6027,2012,1389
60-64 years ,"Inyo County, CA",6027,2013,1409
60-64 years ,"Inyo County, CA",6027,2014,1437
60-64 years ,"Inyo County, CA",6027,2015,1482
60-64 years ,"Inyo County, CA",6027,2016,1530
60-64 years ,"Kern County, CA",6029,1999,20635
60-64 years ,"Kern County, CA",6029,2000,21028
60-64 years ,"Kern County, CA",6029,2001,21810
60-64 years ,"Kern County, CA",6029,2002,23054
60-64 years ,"Kern County, CA",6029,2003,24676
60-64 years ,"Kern County, CA",6029,2004,25808
60-64 years ,"Kern County, CA",6029,2005,26893
60-64 years ,"Kern County, CA",6029,2006,27903
60-64 years ,"Kern County, CA",6029,2007,29953
60-64 years ,"Kern County, CA",6029,2008,31199
60-64 years ,"Kern County, CA",6029,2009,32622
60-64 years ,"Kern County, CA",6029,2010,34395
60-64 years ,"Kern County, CA",6029,2011,35957
60-64 years ,"Kern County, CA",6029,2012,36423
60-64 years ,"Kern County, CA",6029,2013,37405
60-64 years ,"Kern County, CA",6029,2014,38847
60-64 years ,"Kern County, CA",6029,2015,40304
60-64 years ,"Kern County, CA",6029,2016,41540
60-64 years ,"Kings County, CA",6031,1999,3409
60-64 years ,"Kings County, CA",6031,2000,3526
60-64 years ,"Kings County, CA",6031,2001,3613
60-64 years ,"Kings County, CA",6031,2002,3828
60-64 years ,"Kings County, CA",6031,2003,4086
60-64 years ,"Kings County, CA",6031,2004,4282
60-64 years ,"Kings County, CA",6031,2005,4372
60-64 years ,"Kings County, CA",6031,2006,4575
60-64 years ,"Kings County, CA",6031,2007,4936
60-64 years ,"Kings County, CA",6031,2008,5173
60-64 years ,"Kings County, CA",6031,2009,5377
60-64 years ,"Kings County, CA",6031,2010,5616
60-64 years ,"Kings County, CA",6031,2011,5780
60-64 years ,"Kings County, CA",6031,2012,5783
60-64 years ,"Kings County, CA",6031,2013,5914
60-64 years ,"Kings County, CA",6031,2014,6010
60-64 years ,"Kings County, CA",6031,2015,6138
60-64 years ,"Kings County, CA",6031,2016,6251
60-64 years ,"Lake County, CA",6033,1999,3089
60-64 years ,"Lake County, CA",6033,2000,3187
60-64 years ,"Lake County, CA",6033,2001,3321
60-64 years ,"Lake County, CA",6033,2002,3461
60-64 years ,"Lake County, CA",6033,2003,3683
60-64 years ,"Lake County, CA",6033,2004,3833
60-64 years ,"Lake County, CA",6033,2005,3968
60-64 years ,"Lake County, CA",6033,2006,4107
60-64 years ,"Lake County, CA",6033,2007,4497
60-64 years ,"Lake County, CA",6033,2008,4721
60-64 years ,"Lake County, CA",6033,2009,4965
60-64 years ,"Lake County, CA",6033,2010,5205
60-64 years ,"Lake County, CA",6033,2011,5439
60-64 years ,"Lake County, CA",6033,2012,5329
60-64 years ,"Lake County, CA",6033,2013,5386
60-64 years ,"Lake County, CA",6033,2014,5350
60-64 years ,"Lake County, CA",6033,2015,5395
60-64 years ,"Lake County, CA",6033,2016,5338
60-64 years ,"Lassen County, CA",6035,1999,1036
60-64 years ,"Lassen County, CA",6035,2000,1027
60-64 years ,"Lassen County, CA",6035,2001,1064
60-64 years ,"Lassen County, CA",6035,2002,1143
60-64 years ,"Lassen County, CA",6035,2003,1260
60-64 years ,"Lassen County, CA",6035,2004,1308
60-64 years ,"Lassen County, CA",6035,2005,1342
60-64 years ,"Lassen County, CA",6035,2006,1371
60-64 years ,"Lassen County, CA",6035,2007,1529
60-64 years ,"Lassen County, CA",6035,2008,1653
60-64 years ,"Lassen County, CA",6035,2009,1776
60-64 years ,"Lassen County, CA",6035,2010,1861
60-64 years ,"Lassen County, CA",6035,2011,1935
60-64 years ,"Lassen County, CA",6035,2012,1877
60-64 years ,"Lassen County, CA",6035,2013,1837
60-64 years ,"Lassen County, CA",6035,2014,1889
60-64 years ,"Lassen County, CA",6035,2015,1931
60-64 years ,"Lassen County, CA",6035,2016,1883
60-64 years ,"Los Angeles County, CA",6037,1999,302644
60-64 years ,"Los Angeles County, CA",6037,2000,307886
60-64 years ,"Los Angeles County, CA",6037,2001,314469
60-64 years ,"Los Angeles County, CA",6037,2002,323910
60-64 years ,"Los Angeles County, CA",6037,2003,337831
60-64 years ,"Los Angeles County, CA",6037,2004,348335
60-64 years ,"Los Angeles County, CA",6037,2005,357954
60-64 years ,"Los Angeles County, CA",6037,2006,368836
60-64 years ,"Los Angeles County, CA",6037,2007,394113
60-64 years ,"Los Angeles County, CA",6037,2008,412630
60-64 years ,"Los Angeles County, CA",6037,2009,433382
60-64 years ,"Los Angeles County, CA",6037,2010,456760
60-64 years ,"Los Angeles County, CA",6037,2011,477828
60-64 years ,"Los Angeles County, CA",6037,2012,485244
60-64 years ,"Los Angeles County, CA",6037,2013,497591
60-64 years ,"Los Angeles County, CA",6037,2014,513087
60-64 years ,"Los Angeles County, CA",6037,2015,530431
60-64 years ,"Los Angeles County, CA",6037,2016,545384
60-64 years ,"Madera County, CA",6039,1999,4315
60-64 years ,"Madera County, CA",6039,2000,4396
60-64 years ,"Madera County, CA",6039,2001,4633
60-64 years ,"Madera County, CA",6039,2002,4933
60-64 years ,"Madera County, CA",6039,2003,5217
60-64 years ,"Madera County, CA",6039,2004,5407
60-64 years ,"Madera County, CA",6039,2005,5713
60-64 years ,"Madera County, CA",6039,2006,5882
60-64 years ,"Madera County, CA",6039,2007,6440
60-64 years ,"Madera County, CA",6039,2008,6792
60-64 years ,"Madera County, CA",6039,2009,7031
60-64 years ,"Madera County, CA",6039,2010,7456
60-64 years ,"Madera County, CA",6039,2011,7832
60-64 years ,"Madera County, CA",6039,2012,7794
60-64 years ,"Madera County, CA",6039,2013,7968
60-64 years ,"Madera County, CA",6039,2014,8122
60-64 years ,"Madera County, CA",6039,2015,8184
60-64 years ,"Madera County, CA",6039,2016,8227
60-64 years ,"Marin County, CA",6041,1999,10998
60-64 years ,"Marin County, CA",6041,2000,11236
60-64 years ,"Marin County, CA",6041,2001,11604
60-64 years ,"Marin County, CA",6041,2002,12280
60-64 years ,"Marin County, CA",6041,2003,13473
60-64 years ,"Marin County, CA",6041,2004,14217
60-64 years ,"Marin County, CA",6041,2005,14979
60-64 years ,"Marin County, CA",6041,2006,15859
60-64 years ,"Marin County, CA",6041,2007,17422
60-64 years ,"Marin County, CA",6041,2008,17932
60-64 years ,"Marin County, CA",6041,2009,18667
60-64 years ,"Marin County, CA",6041,2010,19380
60-64 years ,"Marin County, CA",6041,2011,19997
60-64 years ,"Marin County, CA",6041,2012,19730
60-64 years ,"Marin County, CA",6041,2013,19920
60-64 years ,"Marin County, CA",6041,2014,20057
60-64 years ,"Marin County, CA",6041,2015,19894
60-64 years ,"Marin County, CA",6041,2016,19815
60-64 years ,"Mariposa County, CA",6043,1999,1021
60-64 years ,"Mariposa County, CA",6043,2000,1039
60-64 years ,"Mariposa County, CA",6043,2001,1089
60-64 years ,"Mariposa County, CA",6043,2002,1151
60-64 years ,"Mariposa County, CA",6043,2003,1260
60-64 years ,"Mariposa County, CA",6043,2004,1282
60-64 years ,"Mariposa County, CA",6043,2005,1359
60-64 years ,"Mariposa County, CA",6043,2006,1351
60-64 years ,"Mariposa County, CA",6043,2007,1443
60-64 years ,"Mariposa County, CA",6043,2008,1461
60-64 years ,"Mariposa County, CA",6043,2009,1543
60-64 years ,"Mariposa County, CA",6043,2010,1617
60-64 years ,"Mariposa County, CA",6043,2011,1664
60-64 years ,"Mariposa County, CA",6043,2012,1597
60-64 years ,"Mariposa County, CA",6043,2013,1591
60-64 years ,"Mariposa County, CA",6043,2014,1640
60-64 years ,"Mariposa County, CA",6043,2015,1637
60-64 years ,"Mariposa County, CA",6043,2016,1662
60-64 years ,"Mendocino County, CA",6045,1999,3683
60-64 years ,"Mendocino County, CA",6045,2000,3760
60-64 years ,"Mendocino County, CA",6045,2001,3894
60-64 years ,"Mendocino County, CA",6045,2002,4107
60-64 years ,"Mendocino County, CA",6045,2003,4459
60-64 years ,"Mendocino County, CA",6045,2004,4695
60-64 years ,"Mendocino County, CA",6045,2005,5020
60-64 years ,"Mendocino County, CA",6045,2006,5313
60-64 years ,"Mendocino County, CA",6045,2007,6007
60-64 years ,"Mendocino County, CA",6045,2008,6358
60-64 years ,"Mendocino County, CA",6045,2009,6802
60-64 years ,"Mendocino County, CA",6045,2010,7218
60-64 years ,"Mendocino County, CA",6045,2011,7496
60-64 years ,"Mendocino County, CA",6045,2012,7301
60-64 years ,"Mendocino County, CA",6045,2013,7214
60-64 years ,"Mendocino County, CA",6045,2014,7126
60-64 years ,"Mendocino County, CA",6045,2015,6976
60-64 years ,"Mendocino County, CA",6045,2016,6944
60-64 years ,"Merced County, CA",6047,1999,6477
60-64 years ,"Merced County, CA",6047,2000,6711
60-64 years ,"Merced County, CA",6047,2001,6966
60-64 years ,"Merced County, CA",6047,2002,7243
60-64 years ,"Merced County, CA",6047,2003,7460
60-64 years ,"Merced County, CA",6047,2004,7800
60-64 years ,"Merced County, CA",6047,2005,8059
60-64 years ,"Merced County, CA",6047,2006,8206
60-64 years ,"Merced County, CA",6047,2007,8927
60-64 years ,"Merced County, CA",6047,2008,9386
60-64 years ,"Merced County, CA",6047,2009,9752
60-64 years ,"Merced County, CA",6047,2010,10374
60-64 years ,"Merced County, CA",6047,2011,10864
60-64 years ,"Merced County, CA",6047,2012,10998
60-64 years ,"Merced County, CA",6047,2013,11152
60-64 years ,"Merced County, CA",6047,2014,11354
60-64 years ,"Merced County, CA",6047,2015,11751
60-64 years ,"Merced County, CA",6047,2016,12075
60-64 years ,"Modoc County, CA",6049,1999,524
60-64 years ,"Modoc County, CA",6049,2000,517
60-64 years ,"Modoc County, CA",6049,2001,529
60-64 years ,"Modoc County, CA",6049,2002,553
60-64 years ,"Modoc County, CA",6049,2003,594
60-64 years ,"Modoc County, CA",6049,2004,644
60-64 years ,"Modoc County, CA",6049,2005,655
60-64 years ,"Modoc County, CA",6049,2006,694
60-64 years ,"Modoc County, CA",6049,2007,745
60-64 years ,"Modoc County, CA",6049,2008,764
60-64 years ,"Modoc County, CA",6049,2009,790
60-64 years ,"Modoc County, CA",6049,2010,834
60-64 years ,"Modoc County, CA",6049,2011,858
60-64 years ,"Modoc County, CA",6049,2012,817
60-64 years ,"Modoc County, CA",6049,2013,802
60-64 years ,"Modoc County, CA",6049,2014,786
60-64 years ,"Modoc County, CA",6049,2015,771
60-64 years ,"Modoc County, CA",6049,2016,753
60-64 years ,"Mono County, CA",6051,1999,533
60-64 years ,"Mono County, CA",6051,2000,557
60-64 years ,"Mono County, CA",6051,2001,574
60-64 years ,"Mono County, CA",6051,2002,598
60-64 years ,"Mono County, CA",6051,2003,664
60-64 years ,"Mono County, CA",6051,2004,689
60-64 years ,"Mono County, CA",6051,2005,668
60-64 years ,"Mono County, CA",6051,2006,660
60-64 years ,"Mono County, CA",6051,2007,736
60-64 years ,"Mono County, CA",6051,2008,727
60-64 years ,"Mono County, CA",6051,2009,783
60-64 years ,"Mono County, CA",6051,2010,826
60-64 years ,"Mono County, CA",6051,2011,898
60-64 years ,"Mono County, CA",6051,2012,943
60-64 years ,"Mono County, CA",6051,2013,1003
60-64 years ,"Mono County, CA",6051,2014,1007
60-64 years ,"Mono County, CA",6051,2015,1038
60-64 years ,"Mono County, CA",6051,2016,1079
60-64 years ,"Monterey County, CA",6053,1999,12101
60-64 years ,"Monterey County, CA",6053,2000,12380
60-64 years ,"Monterey County, CA",6053,2001,12786
60-64 years ,"Monterey County, CA",6053,2002,13193
60-64 years ,"Monterey County, CA",6053,2003,13929
60-64 years ,"Monterey County, CA",6053,2004,14463
60-64 years ,"Monterey County, CA",6053,2005,14906
60-64 years ,"Monterey County, CA",6053,2006,15394
60-64 years ,"Monterey County, CA",6053,2007,16766
60-64 years ,"Monterey County, CA",6053,2008,17793
60-64 years ,"Monterey County, CA",6053,2009,18631
60-64 years ,"Monterey County, CA",6053,2010,19927
60-64 years ,"Monterey County, CA",6053,2011,20817
60-64 years ,"Monterey County, CA",6053,2012,20953
60-64 years ,"Monterey County, CA",6053,2013,21363
60-64 years ,"Monterey County, CA",6053,2014,21899
60-64 years ,"Monterey County, CA",6053,2015,22398
60-64 years ,"Monterey County, CA",6053,2016,22834
60-64 years ,"Napa County, CA",6055,1999,4929
60-64 years ,"Napa County, CA",6055,2000,5049
60-64 years ,"Napa County, CA",6055,2001,5257
60-64 years ,"Napa County, CA",6055,2002,5546
60-64 years ,"Napa County, CA",6055,2003,5878
60-64 years ,"Napa County, CA",6055,2004,6290
60-64 years ,"Napa County, CA",6055,2005,6550
60-64 years ,"Napa County, CA",6055,2006,6757
60-64 years ,"Napa County, CA",6055,2007,7445
60-64 years ,"Napa County, CA",6055,2008,7801
60-64 years ,"Napa County, CA",6055,2009,8058
60-64 years ,"Napa County, CA",6055,2010,8490
60-64 years ,"Napa County, CA",6055,2011,8834
60-64 years ,"Napa County, CA",6055,2012,8807
60-64 years ,"Napa County, CA",6055,2013,8982
60-64 years ,"Napa County, CA",6055,2014,9119
60-64 years ,"Napa County, CA",6055,2015,9219
60-64 years ,"Napa County, CA",6055,2016,9332
60-64 years ,"Nevada County, CA",6057,1999,4578
60-64 years ,"Nevada County, CA",6057,2000,4676
60-64 years ,"Nevada County, CA",6057,2001,5013
60-64 years ,"Nevada County, CA",6057,2002,5483
60-64 years ,"Nevada County, CA",6057,2003,5877
60-64 years ,"Nevada County, CA",6057,2004,6114
60-64 years ,"Nevada County, CA",6057,2005,6453
60-64 years ,"Nevada County, CA",6057,2006,6799
60-64 years ,"Nevada County, CA",6057,2007,7510
60-64 years ,"Nevada County, CA",6057,2008,7907
60-64 years ,"Nevada County, CA",6057,2009,8442
60-64 years ,"Nevada County, CA",6057,2010,8932
60-64 years ,"Nevada County, CA",6057,2011,9387
60-64 years ,"Nevada County, CA",6057,2012,9215
60-64 years ,"Nevada County, CA",6057,2013,9295
60-64 years ,"Nevada County, CA",6057,2014,9385
60-64 years ,"Nevada County, CA",6057,2015,9390
60-64 years ,"Nevada County, CA",6057,2016,9328
60-64 years ,"Orange County, CA",6059,1999,94357
60-64 years ,"Orange County, CA",6059,2000,96804
60-64 years ,"Orange County, CA",6059,2001,100206
60-64 years ,"Orange County, CA",6059,2002,104163
60-64 years ,"Orange County, CA",6059,2003,109879
60-64 years ,"Orange County, CA",6059,2004,114286
60-64 years ,"Orange County, CA",6059,2005,117643
60-64 years ,"Orange County, CA",6059,2006,120700
60-64 years ,"Orange County, CA",6059,2007,130111
60-64 years ,"Orange County, CA",6059,2008,134953
60-64 years ,"Orange County, CA",6059,2009,141348
60-64 years ,"Orange County, CA",6059,2010,148048
60-64 years ,"Orange County, CA",6059,2011,154435
60-64 years ,"Orange County, CA",6059,2012,155090
60-64 years ,"Orange County, CA",6059,2013,159219
60-64 years ,"Orange County, CA",6059,2014,164666
60-64 years ,"Orange County, CA",6059,2015,170553
60-64 years ,"Orange County, CA",6059,2016,177129
60-64 years ,"Placer County, CA",6061,1999,9693
60-64 years ,"Placer County, CA",6061,2000,10258
60-64 years ,"Placer County, CA",6061,2001,11254
60-64 years ,"Placer County, CA",6061,2002,12214
60-64 years ,"Placer County, CA",6061,2003,13607
60-64 years ,"Placer County, CA",6061,2004,14586
60-64 years ,"Placer County, CA",6061,2005,15715
60-64 years ,"Placer County, CA",6061,2006,16491
60-64 years ,"Placer County, CA",6061,2007,18393
60-64 years ,"Placer County, CA",6061,2008,19245
60-64 years ,"Placer County, CA",6061,2009,20406
60-64 years ,"Placer County, CA",6061,2010,21393
60-64 years ,"Placer County, CA",6061,2011,22580
60-64 years ,"Placer County, CA",6061,2012,22387
60-64 years ,"Placer County, CA",6061,2013,22576
60-64 years ,"Placer County, CA",6061,2014,23267
60-64 years ,"Placer County, CA",6061,2015,23776
60-64 years ,"Placer County, CA",6061,2016,24400
60-64 years ,"Plumas County, CA",6063,1999,1320
60-64 years ,"Plumas County, CA",6063,2000,1313
60-64 years ,"Plumas County, CA",6063,2001,1345
60-64 years ,"Plumas County, CA",6063,2002,1368
60-64 years ,"Plumas County, CA",6063,2003,1395
60-64 years ,"Plumas County, CA",6063,2004,1506
60-64 years ,"Plumas County, CA",6063,2005,1521
60-64 years ,"Plumas County, CA",6063,2006,1565
60-64 years ,"Plumas County, CA",6063,2007,1748
60-64 years ,"Plumas County, CA",6063,2008,1859
60-64 years ,"Plumas County, CA",6063,2009,1868
60-64 years ,"Plumas County, CA",6063,2010,1934
60-64 years ,"Plumas County, CA",6063,2011,1998
60-64 years ,"Plumas County, CA",6063,2012,1956
60-64 years ,"Plumas County, CA",6063,2013,1916
60-64 years ,"Plumas County, CA",6063,2014,1941
60-64 years ,"Plumas County, CA",6063,2015,1945
60-64 years ,"Plumas County, CA",6063,2016,1936
60-64 years ,"Riverside County, CA",6065,1999,52531
60-64 years ,"Riverside County, CA",6065,2000,54667
60-64 years ,"Riverside County, CA",6065,2001,57451
60-64 years ,"Riverside County, CA",6065,2002,60721
60-64 years ,"Riverside County, CA",6065,2003,65781
60-64 years ,"Riverside County, CA",6065,2004,70217
