Age Group,County,County Code,Yearly July 1st Estimates,Population
< 1 year,"Alameda County, CA",6001,1999,19336
< 1 year,"Alameda County, CA",6001,2000,19756
< 1 year,"Alameda County, CA",6001,2001,22044
< 1 year,"Alameda County, CA",6001,2002,21316
< 1 year,"Alameda County, CA",6001,2003,21091
< 1 year,"Alameda County, CA",6001,2004,20339
< 1 year,"Alameda County, CA",6001,2005,19636
< 1 year,"Alameda County, CA",6001,2006,19532
< 1 year,"Alameda County, CA",6001,2007,19838
< 1 year,"Alameda County, CA",6001,2008,19782
< 1 year,"Alameda County, CA",6001,2009,18907
< 1 year,"Alameda County, CA",6001,2010,19208
< 1 year,"Alameda County, CA",6001,2011,19255
< 1 year,"Alameda County, CA",6001,2012,19042
< 1 year,"Alameda County, CA",6001,2013,19577
< 1 year,"Alameda County, CA",6001,2014,19621
< 1 year,"Alameda County, CA",6001,2015,19614
< 1 year,"Alameda County, CA",6001,2016,19742
< 1 year,"Alpine County, CA",6003,1999,10
< 1 year,"Alpine County, CA",6003,2000,11
< 1 year,"Alpine County, CA",6003,2001,11
< 1 year,"Alpine County, CA",6003,2002,9
< 1 year,"Alpine County, CA",6003,2003,9
< 1 year,"Alpine County, CA",6003,2004,9
< 1 year,"Alpine County, CA",6003,2005,7
< 1 year,"Alpine County, CA",6003,2006,7
< 1 year,"Alpine County, CA",6003,2007,7
< 1 year,"Alpine County, CA",6003,2008,7
< 1 year,"Alpine County, CA",6003,2009,5
< 1 year,"Alpine County, CA",6003,2010,6
< 1 year,"Alpine County, CA",6003,2011,5
< 1 year,"Alpine County, CA",6003,2012,5
< 1 year,"Alpine County, CA",6003,2013,6
< 1 year,"Alpine County, CA",6003,2014,6
< 1 year,"Alpine County, CA",6003,2015,5
< 1 year,"Alpine County, CA",6003,2016,1
< 1 year,"Amador County, CA",6005,1999,284
< 1 year,"Amador County, CA",6005,2000,291
< 1 year,"Amador County, CA",6005,2001,243
< 1 year,"Amador County, CA",6005,2002,273
< 1 year,"Amador County, CA",6005,2003,303
< 1 year,"Amador County, CA",6005,2004,277
< 1 year,"Amador County, CA",6005,2005,278
< 1 year,"Amador County, CA",6005,2006,283
< 1 year,"Amador County, CA",6005,2007,296
< 1 year,"Amador County, CA",6005,2008,290
< 1 year,"Amador County, CA",6005,2009,316
< 1 year,"Amador County, CA",6005,2010,293
< 1 year,"Amador County, CA",6005,2011,261
< 1 year,"Amador County, CA",6005,2012,275
< 1 year,"Amador County, CA",6005,2013,250
< 1 year,"Amador County, CA",6005,2014,284
< 1 year,"Amador County, CA",6005,2015,306
< 1 year,"Amador County, CA",6005,2016,298
< 1 year,"Butte County, CA",6007,1999,2219
< 1 year,"Butte County, CA",6007,2000,2233
< 1 year,"Butte County, CA",6007,2001,2247
< 1 year,"Butte County, CA",6007,2002,2243
< 1 year,"Butte County, CA",6007,2003,2280
< 1 year,"Butte County, CA",6007,2004,2377
< 1 year,"Butte County, CA",6007,2005,2313
< 1 year,"Butte County, CA",6007,2006,2506
< 1 year,"Butte County, CA",6007,2007,2494
< 1 year,"Butte County, CA",6007,2008,2508
< 1 year,"Butte County, CA",6007,2009,2462
< 1 year,"Butte County, CA",6007,2010,2448
< 1 year,"Butte County, CA",6007,2011,2440
< 1 year,"Butte County, CA",6007,2012,2400
< 1 year,"Butte County, CA",6007,2013,2332
< 1 year,"Butte County, CA",6007,2014,2497
< 1 year,"Butte County, CA",6007,2015,2479
< 1 year,"Butte County, CA",6007,2016,2455
< 1 year,"Calaveras County, CA",6009,1999,328
< 1 year,"Calaveras County, CA",6009,2000,330
< 1 year,"Calaveras County, CA",6009,2001,307
< 1 year,"Calaveras County, CA",6009,2002,331
< 1 year,"Calaveras County, CA",6009,2003,356
< 1 year,"Calaveras County, CA",6009,2004,317
< 1 year,"Calaveras County, CA",6009,2005,354
< 1 year,"Calaveras County, CA",6009,2006,432
< 1 year,"Calaveras County, CA",6009,2007,438
< 1 year,"Calaveras County, CA",6009,2008,445
< 1 year,"Calaveras County, CA",6009,2009,408
< 1 year,"Calaveras County, CA",6009,2010,348
< 1 year,"Calaveras County, CA",6009,2011,334
< 1 year,"Calaveras County, CA",6009,2012,356
< 1 year,"Calaveras County, CA",6009,2013,325
< 1 year,"Calaveras County, CA",6009,2014,365
< 1 year,"Calaveras County, CA",6009,2015,356
< 1 year,"Calaveras County, CA",6009,2016,378
< 1 year,"Colusa County, CA",6011,1999,288
< 1 year,"Colusa County, CA",6011,2000,308
< 1 year,"Colusa County, CA",6011,2001,362
< 1 year,"Colusa County, CA",6011,2002,314
< 1 year,"Colusa County, CA",6011,2003,327
< 1 year,"Colusa County, CA",6011,2004,326
< 1 year,"Colusa County, CA",6011,2005,350
< 1 year,"Colusa County, CA",6011,2006,372
< 1 year,"Colusa County, CA",6011,2007,374
< 1 year,"Colusa County, CA",6011,2008,385
< 1 year,"Colusa County, CA",6011,2009,339
< 1 year,"Colusa County, CA",6011,2010,327
< 1 year,"Colusa County, CA",6011,2011,331
< 1 year,"Colusa County, CA",6011,2012,296
< 1 year,"Colusa County, CA",6011,2013,310
< 1 year,"Colusa County, CA",6011,2014,303
< 1 year,"Colusa County, CA",6011,2015,271
< 1 year,"Colusa County, CA",6011,2016,303
< 1 year,"Contra Costa County, CA",6013,1999,12536
< 1 year,"Contra Costa County, CA",6013,2000,12818
< 1 year,"Contra Costa County, CA",6013,2001,13131
< 1 year,"Contra Costa County, CA",6013,2002,13100
< 1 year,"Contra Costa County, CA",6013,2003,13037
< 1 year,"Contra Costa County, CA",6013,2004,12980
< 1 year,"Contra Costa County, CA",6013,2005,12936
< 1 year,"Contra Costa County, CA",6013,2006,12912
< 1 year,"Contra Costa County, CA",6013,2007,13162
< 1 year,"Contra Costa County, CA",6013,2008,13048
< 1 year,"Contra Costa County, CA",6013,2009,12518
< 1 year,"Contra Costa County, CA",6013,2010,12478
< 1 year,"Contra Costa County, CA",6013,2011,12348
< 1 year,"Contra Costa County, CA",6013,2012,11941
< 1 year,"Contra Costa County, CA",6013,2013,12271
< 1 year,"Contra Costa County, CA",6013,2014,12295
< 1 year,"Contra Costa County, CA",6013,2015,12635
< 1 year,"Contra Costa County, CA",6013,2016,12696
< 1 year,"Del Norte County, CA",6015,1999,288
< 1 year,"Del Norte County, CA",6015,2000,282
< 1 year,"Del Norte County, CA",6015,2001,285
< 1 year,"Del Norte County, CA",6015,2002,317
< 1 year,"Del Norte County, CA",6015,2003,299
< 1 year,"Del Norte County, CA",6015,2004,315
< 1 year,"Del Norte County, CA",6015,2005,311
< 1 year,"Del Norte County, CA",6015,2006,358
< 1 year,"Del Norte County, CA",6015,2007,388
< 1 year,"Del Norte County, CA",6015,2008,367
< 1 year,"Del Norte County, CA",6015,2009,339
< 1 year,"Del Norte County, CA",6015,2010,333
< 1 year,"Del Norte County, CA",6015,2011,335
< 1 year,"Del Norte County, CA",6015,2012,320
< 1 year,"Del Norte County, CA",6015,2013,331
< 1 year,"Del Norte County, CA",6015,2014,313
< 1 year,"Del Norte County, CA",6015,2015,289
< 1 year,"Del Norte County, CA",6015,2016,293
< 1 year,"El Dorado County, CA",6017,1999,1676
< 1 year,"El Dorado County, CA",6017,2000,1686
< 1 year,"El Dorado County, CA",6017,2001,1683
< 1 year,"El Dorado County, CA",6017,2002,1707
< 1 year,"El Dorado County, CA",6017,2003,1762
< 1 year,"El Dorado County, CA",6017,2004,1818
< 1 year,"El Dorado County, CA",6017,2005,1827
< 1 year,"El Dorado County, CA",6017,2006,1950
< 1 year,"El Dorado County, CA",6017,2007,1877
< 1 year,"El Dorado County, CA",6017,2008,1807
< 1 year,"El Dorado County, CA",6017,2009,1673
< 1 year,"El Dorado County, CA",6017,2010,1623
< 1 year,"El Dorado County, CA",6017,2011,1637
< 1 year,"El Dorado County, CA",6017,2012,1603
< 1 year,"El Dorado County, CA",6017,2013,1494
< 1 year,"El Dorado County, CA",6017,2014,1612
< 1 year,"El Dorado County, CA",6017,2015,1598
< 1 year,"El Dorado County, CA",6017,2016,1570
< 1 year,"Fresno County, CA",6019,1999,13268
< 1 year,"Fresno County, CA",6019,2000,13446
< 1 year,"Fresno County, CA",6019,2001,14118
< 1 year,"Fresno County, CA",6019,2002,14222
< 1 year,"Fresno County, CA",6019,2003,14850
< 1 year,"Fresno County, CA",6019,2004,15175
< 1 year,"Fresno County, CA",6019,2005,15491
< 1 year,"Fresno County, CA",6019,2006,15691
< 1 year,"Fresno County, CA",6019,2007,16317
< 1 year,"Fresno County, CA",6019,2008,16658
< 1 year,"Fresno County, CA",6019,2009,15713
< 1 year,"Fresno County, CA",6019,2010,15660
< 1 year,"Fresno County, CA",6019,2011,16243
< 1 year,"Fresno County, CA",6019,2012,15858
< 1 year,"Fresno County, CA",6019,2013,15622
< 1 year,"Fresno County, CA",6019,2014,15758
< 1 year,"Fresno County, CA",6019,2015,15583
< 1 year,"Fresno County, CA",6019,2016,15220
< 1 year,"Glenn County, CA",6021,1999,378
< 1 year,"Glenn County, CA",6021,2000,382
< 1 year,"Glenn County, CA",6021,2001,407
< 1 year,"Glenn County, CA",6021,2002,411
< 1 year,"Glenn County, CA",6021,2003,417
< 1 year,"Glenn County, CA",6021,2004,413
< 1 year,"Glenn County, CA",6021,2005,436
< 1 year,"Glenn County, CA",6021,2006,440
< 1 year,"Glenn County, CA",6021,2007,432
< 1 year,"Glenn County, CA",6021,2008,470
< 1 year,"Glenn County, CA",6021,2009,453
< 1 year,"Glenn County, CA",6021,2010,427
< 1 year,"Glenn County, CA",6021,2011,422
< 1 year,"Glenn County, CA",6021,2012,368
< 1 year,"Glenn County, CA",6021,2013,381
< 1 year,"Glenn County, CA",6021,2014,404
< 1 year,"Glenn County, CA",6021,2015,390
< 1 year,"Glenn County, CA",6021,2016,378
< 1 year,"Humboldt County, CA",6023,1999,1366
< 1 year,"Humboldt County, CA",6023,2000,1352
< 1 year,"Humboldt County, CA",6023,2001,1448
< 1 year,"Humboldt County, CA",6023,2002,1470
< 1 year,"Humboldt County, CA",6023,2003,1456
< 1 year,"Humboldt County, CA",6023,2004,1473
< 1 year,"Humboldt County, CA",6023,2005,1574
< 1 year,"Humboldt County, CA",6023,2006,1589
< 1 year,"Humboldt County, CA",6023,2007,1613
< 1 year,"Humboldt County, CA",6023,2008,1612
< 1 year,"Humboldt County, CA",6023,2009,1533
< 1 year,"Humboldt County, CA",6023,2010,1516
< 1 year,"Humboldt County, CA",6023,2011,1554
< 1 year,"Humboldt County, CA",6023,2012,1433
< 1 year,"Humboldt County, CA",6023,2013,1544
< 1 year,"Humboldt County, CA",6023,2014,1489
< 1 year,"Humboldt County, CA",6023,2015,1450
< 1 year,"Humboldt County, CA",6023,2016,1477
< 1 year,"Imperial County, CA",6025,1999,2184
< 1 year,"Imperial County, CA",6025,2000,2175
< 1 year,"Imperial County, CA",6025,2001,2474
< 1 year,"Imperial County, CA",6025,2002,2449
< 1 year,"Imperial County, CA",6025,2003,2616
< 1 year,"Imperial County, CA",6025,2004,2669
< 1 year,"Imperial County, CA",6025,2005,2706
< 1 year,"Imperial County, CA",6025,2006,2605
< 1 year,"Imperial County, CA",6025,2007,2628
< 1 year,"Imperial County, CA",6025,2008,2799
< 1 year,"Imperial County, CA",6025,2009,2651
< 1 year,"Imperial County, CA",6025,2010,2665
< 1 year,"Imperial County, CA",6025,2011,3084
< 1 year,"Imperial County, CA",6025,2012,2981
< 1 year,"Imperial County, CA",6025,2013,2982
< 1 year,"Imperial County, CA",6025,2014,3135
< 1 year,"Imperial County, CA",6025,2015,3240
< 1 year,"Imperial County, CA",6025,2016,3112
< 1 year,"Inyo County, CA",6027,1999,184
< 1 year,"Inyo County, CA",6027,2000,184
< 1 year,"Inyo County, CA",6027,2001,170
< 1 year,"Inyo County, CA",6027,2002,187
< 1 year,"Inyo County, CA",6027,2003,189
< 1 year,"Inyo County, CA",6027,2004,208
< 1 year,"Inyo County, CA",6027,2005,214
< 1 year,"Inyo County, CA",6027,2006,221
< 1 year,"Inyo County, CA",6027,2007,228
< 1 year,"Inyo County, CA",6027,2008,230
< 1 year,"Inyo County, CA",6027,2009,246
< 1 year,"Inyo County, CA",6027,2010,214
< 1 year,"Inyo County, CA",6027,2011,193
< 1 year,"Inyo County, CA",6027,2012,228
< 1 year,"Inyo County, CA",6027,2013,212
< 1 year,"Inyo County, CA",6027,2014,239
< 1 year,"Inyo County, CA",6027,2015,196
< 1 year,"Inyo County, CA",6027,2016,212
< 1 year,"Kern County, CA",6029,1999,11020
< 1 year,"Kern County, CA",6029,2000,11171
< 1 year,"Kern County, CA",6029,2001,11610
< 1 year,"Kern County, CA",6029,2002,11807
< 1 year,"Kern County, CA",6029,2003,12455
< 1 year,"Kern County, CA",6029,2004,13073
< 1 year,"Kern County, CA",6029,2005,13557
< 1 year,"Kern County, CA",6029,2006,14384
< 1 year,"Kern County, CA",6029,2007,14990
< 1 year,"Kern County, CA",6029,2008,15390
< 1 year,"Kern County, CA",6029,2009,15019
< 1 year,"Kern County, CA",6029,2010,14502
< 1 year,"Kern County, CA",6029,2011,14328
< 1 year,"Kern County, CA",6029,2012,14129
< 1 year,"Kern County, CA",6029,2013,14331
< 1 year,"Kern County, CA",6029,2014,14006
< 1 year,"Kern County, CA",6029,2015,13995
< 1 year,"Kern County, CA",6029,2016,13667
< 1 year,"Kings County, CA",6031,1999,2062
< 1 year,"Kings County, CA",6031,2000,2109
< 1 year,"Kings County, CA",6031,2001,2200
< 1 year,"Kings County, CA",6031,2002,2183
< 1 year,"Kings County, CA",6031,2003,2320
< 1 year,"Kings County, CA",6031,2004,2396
< 1 year,"Kings County, CA",6031,2005,2599
< 1 year,"Kings County, CA",6031,2006,2559
< 1 year,"Kings County, CA",6031,2007,2696
< 1 year,"Kings County, CA",6031,2008,2792
< 1 year,"Kings County, CA",6031,2009,2646
< 1 year,"Kings County, CA",6031,2010,2510
< 1 year,"Kings County, CA",6031,2011,2554
< 1 year,"Kings County, CA",6031,2012,2376
< 1 year,"Kings County, CA",6031,2013,2450
< 1 year,"Kings County, CA",6031,2014,2287
< 1 year,"Kings County, CA",6031,2015,2345
< 1 year,"Kings County, CA",6031,2016,2225
< 1 year,"Lake County, CA",6033,1999,601
< 1 year,"Lake County, CA",6033,2000,619
< 1 year,"Lake County, CA",6033,2001,607
< 1 year,"Lake County, CA",6033,2002,628
< 1 year,"Lake County, CA",6033,2003,694
< 1 year,"Lake County, CA",6033,2004,690
< 1 year,"Lake County, CA",6033,2005,739
< 1 year,"Lake County, CA",6033,2006,726
< 1 year,"Lake County, CA",6033,2007,754
< 1 year,"Lake County, CA",6033,2008,773
< 1 year,"Lake County, CA",6033,2009,751
< 1 year,"Lake County, CA",6033,2010,709
< 1 year,"Lake County, CA",6033,2011,747
< 1 year,"Lake County, CA",6033,2012,727
< 1 year,"Lake County, CA",6033,2013,742
< 1 year,"Lake County, CA",6033,2014,766
< 1 year,"Lake County, CA",6033,2015,713
< 1 year,"Lake County, CA",6033,2016,726
< 1 year,"Lassen County, CA",6035,1999,312
< 1 year,"Lassen County, CA",6035,2000,311
< 1 year,"Lassen County, CA",6035,2001,257
< 1 year,"Lassen County, CA",6035,2002,280
< 1 year,"Lassen County, CA",6035,2003,338
< 1 year,"Lassen County, CA",6035,2004,300
< 1 year,"Lassen County, CA",6035,2005,311
< 1 year,"Lassen County, CA",6035,2006,318
< 1 year,"Lassen County, CA",6035,2007,296
< 1 year,"Lassen County, CA",6035,2008,350
< 1 year,"Lassen County, CA",6035,2009,363
< 1 year,"Lassen County, CA",6035,2010,347
< 1 year,"Lassen County, CA",6035,2011,299
< 1 year,"Lassen County, CA",6035,2012,309
< 1 year,"Lassen County, CA",6035,2013,286
< 1 year,"Lassen County, CA",6035,2014,323
< 1 year,"Lassen County, CA",6035,2015,293
< 1 year,"Lassen County, CA",6035,2016,304
< 1 year,"Los Angeles County, CA",6037,1999,144909
< 1 year,"Los Angeles County, CA",6037,2000,146131
< 1 year,"Los Angeles County, CA",6037,2001,153321
< 1 year,"Los Angeles County, CA",6037,2002,147731
< 1 year,"Los Angeles County, CA",6037,2003,147047
< 1 year,"Los Angeles County, CA",6037,2004,144386
< 1 year,"Los Angeles County, CA",6037,2005,142995
< 1 year,"Los Angeles County, CA",6037,2006,139179
< 1 year,"Los Angeles County, CA",6037,2007,138666
< 1 year,"Los Angeles County, CA",6037,2008,139245
< 1 year,"Los Angeles County, CA",6037,2009,129807
< 1 year,"Los Angeles County, CA",6037,2010,128388
< 1 year,"Los Angeles County, CA",6037,2011,132457
< 1 year,"Los Angeles County, CA",6037,2012,129013
< 1 year,"Los Angeles County, CA",6037,2013,130527
< 1 year,"Los Angeles County, CA",6037,2014,129501
< 1 year,"Los Angeles County, CA",6037,2015,128733
< 1 year,"Los Angeles County, CA",6037,2016,123243
< 1 year,"Madera County, CA",6039,1999,1753
< 1 year,"Madera County, CA",6039,2000,1830
< 1 year,"Madera County, CA",6039,2001,2185
< 1 year,"Madera County, CA",6039,2002,2170
< 1 year,"Madera County, CA",6039,2003,2260
< 1 year,"Madera County, CA",6039,2004,2341
< 1 year,"Madera County, CA",6039,2005,2390
< 1 year,"Madera County, CA",6039,2006,2454
< 1 year,"Madera County, CA",6039,2007,2575
< 1 year,"Madera County, CA",6039,2008,2621
< 1 year,"Madera County, CA",6039,2009,2409
< 1 year,"Madera County, CA",6039,2010,2309
< 1 year,"Madera County, CA",6039,2011,2422
< 1 year,"Madera County, CA",6039,2012,2360
< 1 year,"Madera County, CA",6039,2013,2275
< 1 year,"Madera County, CA",6039,2014,2252
< 1 year,"Madera County, CA",6039,2015,2285
< 1 year,"Madera County, CA",6039,2016,2183
< 1 year,"Marin County, CA",6041,1999,2651
< 1 year,"Marin County, CA",6041,2000,2661
< 1 year,"Marin County, CA",6041,2001,2893
< 1 year,"Marin County, CA",6041,2002,2838
< 1 year,"Marin County, CA",6041,2003,2800
< 1 year,"Marin County, CA",6041,2004,2839
< 1 year,"Marin County, CA",6041,2005,2797
< 1 year,"Marin County, CA",6041,2006,2759
< 1 year,"Marin County, CA",6041,2007,2808
< 1 year,"Marin County, CA",6041,2008,2804
< 1 year,"Marin County, CA",6041,2009,2599
< 1 year,"Marin County, CA",6041,2010,2475
< 1 year,"Marin County, CA",6041,2011,2427
< 1 year,"Marin County, CA",6041,2012,2354
< 1 year,"Marin County, CA",6041,2013,2349
< 1 year,"Marin County, CA",6041,2014,2450
< 1 year,"Marin County, CA",6041,2015,2326
< 1 year,"Marin County, CA",6041,2016,2269
< 1 year,"Mariposa County, CA",6043,1999,144
< 1 year,"Mariposa County, CA",6043,2000,140
< 1 year,"Mariposa County, CA",6043,2001,131
< 1 year,"Mariposa County, CA",6043,2002,135
< 1 year,"Mariposa County, CA",6043,2003,144
< 1 year,"Mariposa County, CA",6043,2004,130
< 1 year,"Mariposa County, CA",6043,2005,159
< 1 year,"Mariposa County, CA",6043,2006,161
< 1 year,"Mariposa County, CA",6043,2007,162
< 1 year,"Mariposa County, CA",6043,2008,147
< 1 year,"Mariposa County, CA",6043,2009,173
< 1 year,"Mariposa County, CA",6043,2010,154
< 1 year,"Mariposa County, CA",6043,2011,148
< 1 year,"Mariposa County, CA",6043,2012,139
< 1 year,"Mariposa County, CA",6043,2013,138
< 1 year,"Mariposa County, CA",6043,2014,160
< 1 year,"Mariposa County, CA",6043,2015,146
< 1 year,"Mariposa County, CA",6043,2016,162
< 1 year,"Mendocino County, CA",6045,1999,961
< 1 year,"Mendocino County, CA",6045,2000,973
< 1 year,"Mendocino County, CA",6045,2001,1067
< 1 year,"Mendocino County, CA",6045,2002,1027
< 1 year,"Mendocino County, CA",6045,2003,1127
< 1 year,"Mendocino County, CA",6045,2004,1061
< 1 year,"Mendocino County, CA",6045,2005,1109
< 1 year,"Mendocino County, CA",6045,2006,1070
< 1 year,"Mendocino County, CA",6045,2007,1093
< 1 year,"Mendocino County, CA",6045,2008,1136
< 1 year,"Mendocino County, CA",6045,2009,1063
< 1 year,"Mendocino County, CA",6045,2010,1083
< 1 year,"Mendocino County, CA",6045,2011,1024
< 1 year,"Mendocino County, CA",6045,2012,1132
< 1 year,"Mendocino County, CA",6045,2013,1077
< 1 year,"Mendocino County, CA",6045,2014,1058
< 1 year,"Mendocino County, CA",6045,2015,1035
< 1 year,"Mendocino County, CA",6045,2016,1059
< 1 year,"Merced County, CA",6047,1999,3567
< 1 year,"Merced County, CA",6047,2000,3653
< 1 year,"Merced County, CA",6047,2001,3930
< 1 year,"Merced County, CA",6047,2002,3963
< 1 year,"Merced County, CA",6047,2003,4223
< 1 year,"Merced County, CA",6047,2004,4191
< 1 year,"Merced County, CA",6047,2005,4361
< 1 year,"Merced County, CA",6047,2006,4455
< 1 year,"Merced County, CA",6047,2007,4621
< 1 year,"Merced County, CA",6047,2008,4518
< 1 year,"Merced County, CA",6047,2009,4339
< 1 year,"Merced County, CA",6047,2010,4285
< 1 year,"Merced County, CA",6047,2011,4299
< 1 year,"Merced County, CA",6047,2012,4297
< 1 year,"Merced County, CA",6047,2013,4188
< 1 year,"Merced County, CA",6047,2014,4222
< 1 year,"Merced County, CA",6047,2015,4103
< 1 year,"Merced County, CA",6047,2016,4106
< 1 year,"Modoc County, CA",6049,1999,105
< 1 year,"Modoc County, CA",6049,2000,106
< 1 year,"Modoc County, CA",6049,2001,83
< 1 year,"Modoc County, CA",6049,2002,72
< 1 year,"Modoc County, CA",6049,2003,101
< 1 year,"Modoc County, CA",6049,2004,102
< 1 year,"Modoc County, CA",6049,2005,111
< 1 year,"Modoc County, CA",6049,2006,107
< 1 year,"Modoc County, CA",6049,2007,107
< 1 year,"Modoc County, CA",6049,2008,105
< 1 year,"Modoc County, CA",6049,2009,122
< 1 year,"Modoc County, CA",6049,2010,114
< 1 year,"Modoc County, CA",6049,2011,99
< 1 year,"Modoc County, CA",6049,2012,73
< 1 year,"Modoc County, CA",6049,2013,79
< 1 year,"Modoc County, CA",6049,2014,74
< 1 year,"Modoc County, CA",6049,2015,56
< 1 year,"Modoc County, CA",6049,2016,51
< 1 year,"Mono County, CA",6051,1999,150
< 1 year,"Mono County, CA",6051,2000,155
< 1 year,"Mono County, CA",6051,2001,135
< 1 year,"Mono County, CA",6051,2002,176
< 1 year,"Mono County, CA",6051,2003,150
< 1 year,"Mono County, CA",6051,2004,168
< 1 year,"Mono County, CA",6051,2005,197
< 1 year,"Mono County, CA",6051,2006,203
< 1 year,"Mono County, CA",6051,2007,197
< 1 year,"Mono County, CA",6051,2008,182
< 1 year,"Mono County, CA",6051,2009,179
< 1 year,"Mono County, CA",6051,2010,159
< 1 year,"Mono County, CA",6051,2011,155
< 1 year,"Mono County, CA",6051,2012,146
< 1 year,"Mono County, CA",6051,2013,135
< 1 year,"Mono County, CA",6051,2014,154
< 1 year,"Mono County, CA",6051,2015,148
< 1 year,"Mono County, CA",6051,2016,134
< 1 year,"Monterey County, CA",6053,1999,6233
< 1 year,"Monterey County, CA",6053,2000,6330
< 1 year,"Monterey County, CA",6053,2001,6884
< 1 year,"Monterey County, CA",6053,2002,7025
< 1 year,"Monterey County, CA",6053,2003,6986
< 1 year,"Monterey County, CA",6053,2004,6963
< 1 year,"Monterey County, CA",6053,2005,6949
< 1 year,"Monterey County, CA",6053,2006,6729
< 1 year,"Monterey County, CA",6053,2007,6780
< 1 year,"Monterey County, CA",6053,2008,6782
< 1 year,"Monterey County, CA",6053,2009,6326
< 1 year,"Monterey County, CA",6053,2010,6460
< 1 year,"Monterey County, CA",6053,2011,6833
< 1 year,"Monterey County, CA",6053,2012,6771
< 1 year,"Monterey County, CA",6053,2013,6536
< 1 year,"Monterey County, CA",6053,2014,6443
< 1 year,"Monterey County, CA",6053,2015,6432
< 1 year,"Monterey County, CA",6053,2016,6353
< 1 year,"Napa County, CA",6055,1999,1451
< 1 year,"Napa County, CA",6055,2000,1471
< 1 year,"Napa County, CA",6055,2001,1582
< 1 year,"Napa County, CA",6055,2002,1559
< 1 year,"Napa County, CA",6055,2003,1628
< 1 year,"Napa County, CA",6055,2004,1607
< 1 year,"Napa County, CA",6055,2005,1560
< 1 year,"Napa County, CA",6055,2006,1671
< 1 year,"Napa County, CA",6055,2007,1638
< 1 year,"Napa County, CA",6055,2008,1602
< 1 year,"Napa County, CA",6055,2009,1585
< 1 year,"Napa County, CA",6055,2010,1588
< 1 year,"Napa County, CA",6055,2011,1529
< 1 year,"Napa County, CA",6055,2012,1553
< 1 year,"Napa County, CA",6055,2013,1422
< 1 year,"Napa County, CA",6055,2014,1500
< 1 year,"Napa County, CA",6055,2015,1477
< 1 year,"Napa County, CA",6055,2016,1474
< 1 year,"Nevada County, CA",6057,1999,808
< 1 year,"Nevada County, CA",6057,2000,826
< 1 year,"Nevada County, CA",6057,2001,807
< 1 year,"Nevada County, CA",6057,2002,797
< 1 year,"Nevada County, CA",6057,2003,906
< 1 year,"Nevada County, CA",6057,2004,797
< 1 year,"Nevada County, CA",6057,2005,847
< 1 year,"Nevada County, CA",6057,2006,852
< 1 year,"Nevada County, CA",6057,2007,869
< 1 year,"Nevada County, CA",6057,2008,890
< 1 year,"Nevada County, CA",6057,2009,838
< 1 year,"Nevada County, CA",6057,2010,810
< 1 year,"Nevada County, CA",6057,2011,775
< 1 year,"Nevada County, CA",6057,2012,772
< 1 year,"Nevada County, CA",6057,2013,815
< 1 year,"Nevada County, CA",6057,2014,869
< 1 year,"Nevada County, CA",6057,2015,830
< 1 year,"Nevada County, CA",6057,2016,873
< 1 year,"Orange County, CA",6059,1999,42567
< 1 year,"Orange County, CA",6059,2000,43161
< 1 year,"Orange County, CA",6059,2001,45815
< 1 year,"Orange County, CA",6059,2002,43927
< 1 year,"Orange County, CA",6059,2003,43720
< 1 year,"Orange County, CA",6059,2004,42979
< 1 year,"Orange County, CA",6059,2005,42141
< 1 year,"Orange County, CA",6059,2006,40783
< 1 year,"Orange County, CA",6059,2007,40220
< 1 year,"Orange County, CA",6059,2008,40150
< 1 year,"Orange County, CA",6059,2009,36923
< 1 year,"Orange County, CA",6059,2010,37296
< 1 year,"Orange County, CA",6059,2011,38263
< 1 year,"Orange County, CA",6059,2012,37900
< 1 year,"Orange County, CA",6059,2013,37716
< 1 year,"Orange County, CA",6059,2014,38025
< 1 year,"Orange County, CA",6059,2015,38672
< 1 year,"Orange County, CA",6059,2016,37386
< 1 year,"Placer County, CA",6061,1999,2965
< 1 year,"Placer County, CA",6061,2000,3087
< 1 year,"Placer County, CA",6061,2001,3058
< 1 year,"Placer County, CA",6061,2002,3277
< 1 year,"Placer County, CA",6061,2003,3544
< 1 year,"Placer County, CA",6061,2004,3731
< 1 year,"Placer County, CA",6061,2005,3877
< 1 year,"Placer County, CA",6061,2006,3861
< 1 year,"Placer County, CA",6061,2007,4067
< 1 year,"Placer County, CA",6061,2008,4040
< 1 year,"Placer County, CA",6061,2009,3981
< 1 year,"Placer County, CA",6061,2010,3854
< 1 year,"Placer County, CA",6061,2011,3868
< 1 year,"Placer County, CA",6061,2012,3695
< 1 year,"Placer County, CA",6061,2013,3689
< 1 year,"Placer County, CA",6061,2014,3718
< 1 year,"Placer County, CA",6061,2015,3637
< 1 year,"Placer County, CA",6061,2016,3730
< 1 year,"Plumas County, CA",6063,1999,174
< 1 year,"Plumas County, CA",6063,2000,170
< 1 year,"Plumas County, CA",6063,2001,158
< 1 year,"Plumas County, CA",6063,2002,153
< 1 year,"Plumas County, CA",6063,2003,210
< 1 year,"Plumas County, CA",6063,2004,182
< 1 year,"Plumas County, CA",6063,2005,174
< 1 year,"Plumas County, CA",6063,2006,198
< 1 year,"Plumas County, CA",6063,2007,210
< 1 year,"Plumas County, CA",6063,2008,205
< 1 year,"Plumas County, CA",6063,2009,201
< 1 year,"Plumas County, CA",6063,2010,176
